File Name,Input Field Name,Type & Description,Property field status,Data Type,Default,Valid value range,Cyber field status,Liability field status,Marine Cargo field status,version_number
Acc,PolMaxDed1Building,Policy maximum building deductible,CR,float,0,"[0,)",n/a,n/a,n/a,2.1.0
Acc,PolDedCode2Other,Policy other building deductible code,O,tinyint,0,,n/a,n/a,n/a,2.1.0
Acc,PolDedType2Other,Policy other building deductible type,CR,tinyint,0,,n/a,n/a,n/a,2.1.0
Acc,PolDed2Other,Policy other building deductible,CR,float,0,"[0,)",n/a,n/a,n/a,2.1.0
Acc,PolMinDed2Other,Policy minimum other building deductible,CR,float,0,"[0,)",n/a,n/a,n/a,2.1.0
Acc,PolMaxDed2Other,Policy maximum other building deductible,CR,float,0,"[0,)",n/a,n/a,n/a,2.1.0
Acc,PolDedCode3Contents,Policy contents deductible code,O,tinyint,0,,n/a,n/a,n/a,2.1.0
Acc,PolDedType3Contents,Policy contents deductible type,CR,tinyint,0,,n/a,n/a,n/a,2.1.0
Acc,PolDed3Contents,Policy contents deductible,CR,float,0,"[0,)",n/a,n/a,n/a,2.1.0
Acc,PolMinDed3Contents,Policy minimum contents deductible,CR,float,0,"[0,)",n/a,n/a,n/a,2.1.0
Acc,PolMaxDed3Contents,Policy maximum contents deductible,CR,float,0,"[0,)",n/a,n/a,n/a,2.1.0
Acc,PolDedCode4BI,Policy BI deductible code,O,tinyint,0,,n/a,n/a,n/a,2.1.0
Acc,PolDedType4BI,Policy BI deductible type,CR,tinyint,0,,n/a,n/a,n/a,2.1.0
Acc,PolDed4BI,Policy BI deductible,CR,float,0,"[0,)",n/a,n/a,n/a,2.1.0
Acc,PolMinDed4BI,Policy minimum BI deductible,CR,float,0,"[0,)",n/a,n/a,n/a,2.1.0
Acc,PolMaxDed4BI,Policy maximum BI deductible,CR,float,0,"[0,)",n/a,n/a,n/a,2.1.0
Acc,PolDedCode5PD,Policy PD deductible code,O,tinyint,0,,n/a,n/a,n/a,2.1.0
Acc,PolDedType5PD,Policy PD deductible type,CR,tinyint,0,,n/a,n/a,n/a,2.1.0
Acc,PolDed5PD,Policy PD deductible,CR,float,0,"[0,)",n/a,n/a,n/a,2.1.0
Acc,PolMinDed5PD,Policy minimum PD deductible,CR,float,0,"[0,)",n/a,n/a,n/a,2.1.0
Acc,PolMaxDed5PD,Policy maximum PD deductible,CR,float,0,"[0,)",n/a,n/a,n/a,2.1.0
Acc,PolDedCode6All,Policy blanket deductible code,O,tinyint,0,,n/a,n/a,n/a,2.1.0
Acc,PolDedType6All,Policy blanket deductible type,CR,tinyint,0,,n/a,n/a,n/a,2.1.0
Acc,PolDed6All,Policy blanket deductible,CR,float,0,"[0,)",n/a,n/a,n/a,2.1.0
Acc,PolMinDed6All,Policy minimum blanket deductible,CR,float,0,"[0,)",n/a,n/a,n/a,2.1.0
Acc,PolMaxDed6All,Policy maximum blanket deductible,CR,float,0,"[0,)",n/a,n/a,n/a,2.1.0
Acc,PolLimitCode1Building,Policy building limit code,O,tinyint,0,,n/a,n/a,n/a,2.1.0
Acc,PolLimitType1Building,Policy building limit type,CR,tinyint,0,,n/a,n/a,n/a,2.1.0
Acc,PolLimit1Building,Policy building limit,CR,float,0,"[0,)",n/a,n/a,n/a,2.1.0
Acc,PolLimitCode2Other,Policy other building limit code,O,tinyint,0,,n/a,n/a,n/a,2.1.0
Acc,PolLimitType2Other,Policy other building limit type,CR,tinyint,0,,n/a,n/a,n/a,2.1.0
Acc,PolLimit2Other,Policy other building limit,CR,float,0,"[0,)",n/a,n/a,n/a,2.1.0
Acc,PolLimitCode3Contents,Policy contents limit code,O,tinyint,0,,n/a,n/a,n/a,2.1.0
Acc,PolLimitType3Contents,Policy contents limit type,CR,tinyint,0,,n/a,n/a,n/a,2.1.0
Acc,PolLimit3Contents,Policy contents limit,CR,float,0,"[0,)",n/a,n/a,n/a,2.1.0
Acc,PolLimitCode4BI,Policy BI limit code,O,tinyint,0,,n/a,n/a,n/a,2.1.0
Acc,PolLimitType4BI,Policy BI limit type,CR,tinyint,0,,n/a,n/a,n/a,2.1.0
Acc,PolLimit4BI,Policy BI limit,CR,float,0,"[0,)",n/a,n/a,n/a,2.1.0
Acc,PolLimitCode5PD,Policy PD limit code,O,tinyint,0,,n/a,n/a,n/a,2.1.0
Acc,PolLimitType5PD,Policy PD limit type,CR,tinyint,0,,n/a,n/a,n/a,2.1.0
Acc,PolLimit5PD,Policy PD limit,CR,float,0,"[0,)",n/a,n/a,n/a,2.1.0
Acc,PolLimitCode6All,Policy blanket limit code (annual aggregate only),O,tinyint,0,,n/a,n/a,n/a,2.1.0
Acc,PolLimitType6All,Policy blanket limit type,CR,tinyint,0,,n/a,n/a,n/a,2.1.0
Acc,PolLimit6All,Policy blanket limit,CR,float,0,"[0,)",n/a,n/a,n/a,2.1.0
Acc,StepFunctionName,Step function name,CR,varchar(30),,,n/a,n/a,n/a,2.1.0
Acc,StepTriggerType,"Code that represents how, and for which coverages, pay-outs are triggered.",CR,tinyint,,,n/a,n/a,n/a,2.1.0
Acc,StepNumber,Number between 1 and 10 that is used to sort the step function in the correct order.,CR,tinyint,,"[1,10]",n/a,n/a,n/a,2.1.0
Acc,PayOutType,"Refers to PayoutBuilding, PayoutContents, PayoutBuildingContents. Payout can be % TIV, % Loss, a monetary amount, or % Limit.",CR,tinyint,,,n/a,n/a,n/a,2.1.0
Acc,TriggerType,"Refers to TriggerStart and TriggerEnd fields which could be specified as a % TIV, % Loss or a monetary amount.",CR,tinyint,,,n/a,n/a,n/a,2.1.0
Acc,TriggerBuildingStart,Starting value of the building damage range over which the corresponding pay-out(s) should be made.,CR,float,0,"[0,)",n/a,n/a,n/a,2.1.0
Acc,TriggerBuildingEnd,Ending value of the building damage range over which the corresponding pay-out(s) should be made.,CR,float,0,"[0,)",n/a,n/a,n/a,2.1.0
Acc,DeductibleBuilding,"Building deductible that can be used, for example, to account for fire policies before applying step functions.",CR,float,0,"[0,)",n/a,n/a,n/a,2.1.0
Acc,PayOutBuildingStart,Pay-out amount for the building losses for this step. If a ramp policy then it represents the start payout value.,CR,float,0,"[0,)",n/a,n/a,n/a,2.1.0
Acc,PayOutBuildingEnd,"Pay-out amount for the end-point building losses for this ramp. This field should only be used if you have a ramp policy to indicate the end of the building payout. Otherwise, it should be left blank.",CR,float,0,"[0,)",n/a,n/a,n/a,2.1.0
Acc,PayOutLimitBuilding,Pay-out limit for building,CR,float,0,"[0,)",n/a,n/a,n/a,2.1.0
Acc,TriggerContentsStart,Starting value of the content damage range over which the corresponding pay-out(s) should be made.,CR,float,0,"[0,)",n/a,n/a,n/a,2.1.0
Acc,TriggerContentsEnd,Ending value of the content damage range over which the corresponding pay-out(s) should be made.,CR,float,0,"[0,)",n/a,n/a,n/a,2.1.0
Acc,DeductibleContents,"Content deductible that can be used, for example, to account for fire policies before applying step functions.",CR,float,0,"[0,)",n/a,n/a,n/a,2.1.0
Acc,PayOutContentsStart,Pay-out amount for the contents losses for this step. If a ramp policy then it represents the start payout value.,CR,float,0,"[0,)",n/a,n/a,n/a,2.1.0
Acc,PayOutContentsEnd,"Pay-out amount for the end-point contents losses for this ramp. This field should only be used if you have a ramp policy to indicate the end of the contents payout. Otherwise, it should be left blank.",CR,float,0,"[0,)",n/a,n/a,n/a,2.1.0
Acc,PayOutLimitContents,Pay-out limit for contents,CR,float,0,"[0,)",n/a,n/a,n/a,2.1.0
Acc,TriggerBuildingContentsStart,Starting value of the building and content damage range over which the corresponding pay-out(s) should be made.,CR,float,0,"[0,)",n/a,n/a,n/a,2.1.0
Acc,TriggerBuildingContentsEnd,Ending value of the building and content damage range over which the corresponding pay-out(s) should be made.,CR,float,0,"[0,)",n/a,n/a,n/a,2.1.0
Acc,DeductibleBuildingContents,"Building and contents deductible that can be used, for example, to account for fire policies before applying step functions.",CR,float,0,"[0,)",n/a,n/a,n/a,2.1.0
Acc,PayOutBuildingContentsStart,Pay-out amount for the building and contents losses for this step. If a ramp policy then it represents the start payout value.,CR,float,0,"[0,)",n/a,n/a,n/a,2.1.0
Acc,PayOutBuildingContentsEnd,"Pay-out amount for the end-point building and contents losses for this ramp. This field should only be used if you have a ramp policy to indicate the end of the building and contents payout. Otherwise, it should be left blank.",CR,float,0,"[0,)",n/a,n/a,n/a,2.1.0
Acc,PayOutLimitBuildingContents,Pay-out limit for building and contents,CR,float,0,"[0,)",n/a,n/a,n/a,2.1.0
Acc,ExtraExpenseFactor,"A factor that is applied to main coverage loss for extra expenses. This value, entered as a decimal, should be the same for all steps for a policy contract and must be a value >0 and ≤1. For example, 0.12 for 12%.",CR,float,1,"[0,1]",n/a,n/a,n/a,2.1.0
Acc,ExtraExpenseLimit,A limit that applies to the total extra expense loss,CR,float,0,"[0,)",n/a,n/a,n/a,2.1.0
Acc,DebrisRemovalFactor,"A factor for a conditional coverage which tends to apply to all steps and is to cover Debris Removal. This value, entered as a decimal, should be the same for all steps for a policy contract and must be a value >0 and ≤1. For example, 0.12 for 12%.",CR,float,1,"[0,1]",n/a,n/a,n/a,2.1.0
Acc,MinimumTIV,Minimum replacement value for which pay-outs to the corresponding damage range will be allowed.,CR,float,0,"[0,)",n/a,n/a,n/a,2.1.0
Acc,ScaleFactor,"Percentage factor used to scale calculated losses. This value, entered as a decimal, should be the same for all steps for a policy contract and must be a value >0 and ≤1. For example, 0.12 for 12%.",CR,float,1,"[0,1]",n/a,n/a,n/a,2.1.0
Acc,IsLimitAtDamage,Indicates whether the pay-out is limited by the actual ground-up loss.,CR,tinyint,0,"[0,1]",n/a,n/a,n/a,2.1.0
Acc,PolUserDef1,Policy user defined field,O,varchar(20),,,n/a,n/a,n/a,2.1.0
Acc,PolUserDef2,Policy user defined field,O,varchar(20),,,n/a,n/a,n/a,2.1.0
Acc,PolUserDef3,Policy user defined field,O,varchar(20),,,n/a,n/a,n/a,2.1.0
Acc,PolUserDef4,Policy user defined field,O,varchar(20),,,n/a,n/a,n/a,2.1.0
Acc,PolUserDef5,Policy user defined field,O,varchar(20),,,n/a,n/a,n/a,2.1.0
Acc,FlexiPolZZZ,Flexible field that is stored in FlexiPol table in ModifierName = ZZZ,O,varchar(40),,,n/a,n/a,n/a,2.1.0
Acc,CondNumber,Condition number identifies a unique set of condition financial terms applicable to one or more CondTag's.,CR,varchar(20),,,n/a,n/a,n/a,2.1.0
Acc,CondName,Condition name.,O,varchar(40),,,n/a,n/a,n/a,2.1.0
Acc,CondPriority,Condition priority: specifies the order in which special conditions apply if multiple conditions apply to one location.,CR,int,,"[1,)",n/a,n/a,n/a,2.1.0
Acc,CondPeril,Perils for condition financial terms,CR,varchar(250),,,n/a,n/a,n/a,2.1.0
Acc,CondDedCode1Building,Special condition building deductible code,O,tinyint,0,,n/a,n/a,n/a,2.1.0
Acc,CondDedType1Building,Special condition building deductible type,CR,tinyint,0,,n/a,n/a,n/a,2.1.0
Acc,CondDed1Building,Special condition building deductible,CR,float,0,"[0,)",n/a,n/a,n/a,2.1.0
Acc,CondMinDed1Building,Special condition minimum building deductible,CR,float,0,"[0,)",n/a,n/a,n/a,2.1.0
Acc,CondMaxDed1Building,Special condition maximum building deductible,CR,float,0,"[0,)",n/a,n/a,n/a,2.1.0
Acc,CondDedCode2Other,Special condition other building deductible code,O,tinyint,0,,n/a,n/a,n/a,2.1.0
Acc,CondDedType2Other,Special condition other building deductible type,CR,tinyint,0,,n/a,n/a,n/a,2.1.0
Acc,CondDed2Other,Special condition other building deductible,CR,float,0,"[0,)",n/a,n/a,n/a,2.1.0
Acc,CondMinDed2Other,Special condition minimum other building deductible,CR,float,0,"[0,)",n/a,n/a,n/a,2.1.0
Acc,CondMaxDed2Other,Special condition maximum other building deductible,CR,float,0,"[0,)",n/a,n/a,n/a,2.1.0
Acc,CondDedCode3Contents,Special condition contents deductible code,O,tinyint,0,,n/a,n/a,n/a,2.1.0
Acc,CondDedType3Contents,Special condition contents deductible type,CR,tinyint,0,,n/a,n/a,n/a,2.1.0
Acc,CondDed3Contents,Special condition contents deductible,CR,float,0,"[0,)",n/a,n/a,n/a,2.1.0
Acc,CondMinDed3Contents,Special condition minimum contents deductible,CR,float,0,"[0,)",n/a,n/a,n/a,2.1.0
Acc,CondMaxDed3Contents,Special condition maximum contents deductible,CR,float,0,"[0,)",n/a,n/a,n/a,2.1.0
Acc,CondDedCode4BI,Special condition BI deductible code,O,tinyint,0,,n/a,n/a,n/a,2.1.0
Acc,CondDedType4BI,Special condition BI deductible type,CR,tinyint,0,,n/a,n/a,n/a,2.1.0
Acc,CondDed4BI,Special condition BI deductible,CR,float,0,"[0,)",n/a,n/a,n/a,2.1.0
Acc,CondMinDed4BI,Special condition minimum BI deductible,CR,float,0,"[0,)",n/a,n/a,n/a,2.1.0
Acc,CondMaxDed4BI,Special condition maximum BI deductible,CR,float,0,"[0,)",n/a,n/a,n/a,2.1.0
Acc,CondDedCode5PD,Special condition PD deductible code,O,tinyint,0,,n/a,n/a,n/a,2.1.0
Acc,CondDedType5PD,Special condition PD deductible type,CR,tinyint,0,,n/a,n/a,n/a,2.1.0
Acc,CondDed5PD,Special condition PD deductible,CR,float,0,"[0,)",n/a,n/a,n/a,2.1.0
Acc,CondMinDed5PD,Special condition minimum PD deductible,CR,float,0,"[0,)",n/a,n/a,n/a,2.1.0
Acc,CondMaxDed5PD,Special condition maximum PD deductible,CR,float,0,"[0,)",n/a,n/a,n/a,2.1.0
Acc,CondDedCode6All,Special condition blanket deductible code,O,tinyint,0,,n/a,n/a,n/a,2.1.0
Acc,CondDedType6All,Special condition blanket deductible type,CR,tinyint,0,,n/a,n/a,n/a,2.1.0
Acc,CondDed6All,Special condition blanket deductible,CR,float,0,"[0,)",n/a,n/a,n/a,2.1.0
Acc,CondMinDed6All,Special condition minimum blanket deductible,CR,float,0,"[0,)",n/a,n/a,n/a,2.1.0
Acc,CondMaxDed6All,Special condition maximum blanket deductible,CR,float,0,"[0,)",n/a,n/a,n/a,2.1.0
Acc,CondLimitCode1Building,Special condition building limit code,O,tinyint,0,,n/a,n/a,n/a,2.1.0
Acc,CondLimitType1Building,Special condition building limit type,CR,tinyint,0,,n/a,n/a,n/a,2.1.0
Acc,CondLimit1Building,Special condition building limit,CR,float,0,"[0,)",n/a,n/a,n/a,2.1.0
Acc,CondLimitCode2Other,Special condition other building limit code,O,tinyint,0,,n/a,n/a,n/a,2.1.0
Acc,CondLimitType2Other,Special condition other building limit type,CR,tinyint,0,,n/a,n/a,n/a,2.1.0
Acc,CondLimit2Other,Special condition other building limit,CR,float,0,"[0,)",n/a,n/a,n/a,2.1.0
Acc,CondLimitCode3Contents,Special condition contents limit code,O,tinyint,0,,n/a,n/a,n/a,2.1.0
Acc,CondLimitType3Contents,Special condition contents limit type,CR,tinyint,0,,n/a,n/a,n/a,2.1.0
Acc,CondLimit3Contents,Special condition contents limit,CR,float,0,"[0,)",n/a,n/a,n/a,2.1.0
Acc,CondLimitCode4BI,Special condition BI limit code,O,tinyint,0,,n/a,n/a,n/a,2.1.0
Acc,CondLimitType4BI,Special condition BI limit type,CR,tinyint,0,,n/a,n/a,n/a,2.1.0
Acc,CondLimit4BI,Special condition BI limit,CR,float,0,"[0,)",n/a,n/a,n/a,2.1.0
Acc,CondLimitCode5PD,Special condition PD limit code,O,tinyint,0,,n/a,n/a,n/a,2.1.0
Acc,CondLimitType5PD,Special condition PD limit type,CR,tinyint,0,,n/a,n/a,n/a,2.1.0
Acc,CondLimit5PD,Special condition PD limit,CR,float,0,"[0,)",n/a,n/a,n/a,2.1.0
Acc,CondLimitCode6All,Special condition blanket limit code,O,tinyint,0,,n/a,n/a,n/a,2.1.0
Acc,CondLimitType6All,Special condition blanket limit type,CR,tinyint,0,,n/a,n/a,n/a,2.1.0
Acc,CondLimit6All,Special condition blanket limit,CR,float,0,"[0,)",n/a,n/a,n/a,2.1.0
Loc,LocNumber,Location number,R,nvarchar(20),,,n/a,n/a,n/a,2.1.0
Loc,LocName,Location name,O,nvarchar(20),,,n/a,n/a,n/a,2.1.0
Loc,LocGroup,Location group name,O,nvarchar(20),,,n/a,n/a,n/a,2.1.0
Loc,CorrelationGroup,Correlation Group: indicates which locations should be correlated between each other in Oasis LMF.,O,int,,"[0,)",n/a,n/a,n/a,2.1.0
Loc,IsPrimary,Whether the location in LocGroup is the primary building in the group,O,tinyint,1,"[0,1]",n/a,n/a,n/a,2.1.0
Loc,IsTenant,Whether property is occupied by a tenant or not,O,tinyint,0,"[0,1]",n/a,n/a,n/a,2.1.0
Loc,BuildingID,Unique building identification number,O,varchar(20),,,n/a,n/a,n/a,2.1.0
Loc,LocInceptionDate,Location inception date - in ISO 8601 format: YYYY-MM-DD,O,smalldatetime,,,n/a,n/a,n/a,2.1.0
Loc,LocExpiryDate,Location expiry date - in ISO 8601 format: YYYY-MM-DD,O,smalldatetime,,,n/a,n/a,n/a,2.1.0
Loc,PercentComplete,Completeness percentage of the construction project at this location. The project completion percentage is by the cost of the project. Values between 0 to 1 (e.g. 12% enterd as 0.12),O,decimal,1,"[0,1]",n/a,n/a,n/a,2.1.0
Loc,CompletionDate,Construction project completion date - in ISO 8601 format: YYYY-MM-DD,O,date,,,n/a,n/a,n/a,2.1.0
Loc,CountryCode,Country code (based on ISO3166 alpha-2 codes),R,char(2),,,n/a,n/a,n/a,2.1.0
Loc,Latitude,Latitude in degrees (-90.0 to +90.0),O,decimal,0,"[-90,90]",n/a,n/a,n/a,2.1.0
Loc,Longitude,Longitude in degrees (-180.0 to +180.0),O,decimal,0,"[-180,180]",n/a,n/a,n/a,2.1.0
Loc,StreetAddress,Street address including house number ,O,nvarchar(100),,,n/a,n/a,n/a,2.1.0
Loc,PostalCode,Postcode: the highest resolution postcode most often used. (e.g. 5 digit zip for the US).,O,nvarchar(20),,,n/a,n/a,n/a,2.1.0
Loc,City,City,O,nvarchar(50),,,n/a,n/a,n/a,2.1.0
Loc,AreaCode,Code representing typically the largest sub-division in a country (e.g. State code). See AreaCode Values sheet for details.,O,nvarchar(20),,,n/a,n/a,n/a,2.1.0
Loc,AreaName,Name relating to the AreaCode (e.g. State name). See AreaCode Values sheet for details.,O,nvarchar(50),,,n/a,n/a,n/a,2.1.0
Loc,GeogSchemeXX,"Geography scheme: Descriptor of the geography scheme used in relation to the geography name in the corresponding GeogName field (e.g. PC4). The 'XX' must be changed to an integer (GeogScheme1......> GeogScheme20 etc) and the user can specify values in addition to those listed in the GeogScheme values list, but user defined scheme values must start with 'X'.",O,varchar(5),,,n/a,n/a,n/a,2.1.0
Loc,GeogNameXX,"Geography name: Descriptor of the geographical area, using the scheme referenced in the corresponding GeogScheme field (e.g. SO31)",O,nvarchar(50),,,n/a,n/a,n/a,2.1.0
Loc,AddressMatch,Address match from geocoder: indicating the resolution that the latitude / longitude represents,O,tinyint,0,,n/a,n/a,n/a,2.1.0
Loc,GeocodeQuality,Geocode quality (values between 0 and 1 e.g. 80% is entered as 0.8),O,float,,"[0,1]",n/a,n/a,n/a,2.1.0
Loc,Geocoder,Company name / version of geocoder. Free text field.,O,varchar(20),,,n/a,n/a,n/a,2.1.0
Loc,OrgOccupancyScheme,Original occupancy scheme,O,varchar(10),,,n/a,n/a,n/a,2.1.0
Loc,OrgOccupancyCode,Original occupancy code,O,varchar(100),,,n/a,n/a,n/a,2.1.0
Loc,OrgConstructionScheme,Original construction scheme,O,varchar(10),,,n/a,n/a,n/a,2.1.0
Loc,OrgConstructionCode,Original construction code,O,varchar(100),,,n/a,n/a,n/a,2.1.0
Loc,OccupancyCode,OED occupancy code,O,int,1000,,n/a,n/a,n/a,2.1.0
Loc,ConstructionCode,OED construction code,O,int,5000,,n/a,n/a,n/a,2.1.0
Loc,YearBuilt,Year built (4 digit year),O,smallint,0,"[0,)",n/a,n/a,n/a,2.1.0
Loc,NumberOfStoreys,Number of storeys,O,tinyint,0,"[0,)",n/a,n/a,n/a,2.1.0
Loc,NumberOfBuildings,Number of buildings,O,int,1,"[1,)",n/a,n/a,n/a,2.1.0
Loc,FloorArea,Floor area: the total area across all floors,O,float,0,"[0,)",n/a,n/a,n/a,2.1.0
Loc,FloorAreaUnit,Units in which FloorArea is specified,O,tinyint,11,,n/a,n/a,n/a,2.1.0
Loc,LocUserDef1,Location user defined field 1,O,varchar(20),,,n/a,n/a,n/a,2.1.0
Loc,LocUserDef2,Location user defined field 2,O,varchar(20),,,n/a,n/a,n/a,2.1.0
Loc,LocUserDef3,Location user defined field 3,O,varchar(20),,,n/a,n/a,n/a,2.1.0
Loc,LocUserDef4,Location user defined field 4,O,varchar(20),,,n/a,n/a,n/a,2.1.0
Loc,LocUserDef5,Location user defined field 5,O,varchar(20),,,n/a,n/a,n/a,2.1.0
Loc,FlexiLocZZZ,Flexible field that is stored in FlexiLoc table in ModifierName = ZZZ,O,varchar(40),,,n/a,n/a,n/a,2.1.0
Loc,LocPerilsCovered,Location perils covered,R,varchar(250),,,n/a,n/a,n/a,2.1.0
Loc,BuildingTIV,Building Total Insured Value,R,float,,"[0,)",n/a,n/a,n/a,2.1.0
Loc,OtherTIV,"Other Building Insured Value (primarily aimed at specific US policies). For motor exposures, use this field for TIV along with appropriate motor construction code.",O,float,,"[0,)",n/a,n/a,n/a,2.1.0
Loc,ContentsTIV,Contents Total Insured Value,R,float,,"[0,)",n/a,n/a,n/a,2.1.0
Loc,BITIV,Business Interruption (BI) Total Insured Value,R,float,,"[0,)",n/a,n/a,n/a,2.1.0
Loc,BIPOI,"BI period of indemnity (in days, in increments of 0.5 days). Default value = 365 (1 year).",O,float,365,"[0,3650]",n/a,n/a,n/a,2.1.0
Loc,LocCurrency,Location currency,R,char(3),,,n/a,n/a,n/a,2.1.0
Loc,LocGrossPremium,Gross premium amount at location level,O,float,0,"[0,)",n/a,n/a,n/a,2.1.0
Loc,LocTax,Insurance tax amount at location level,O,float,0,"[0,)",n/a,n/a,n/a,2.1.0
Loc,LocBrokerage,Brokerage amount at location level,O,float,0,"[0,)",n/a,n/a,n/a,2.1.0
Loc,LocNetPremium,Net premium at location level,O,float,0,"[0,)",n/a,n/a,n/a,2.1.0
Loc,NonCatGroundUpLoss,Ground-Up non-cat loss value prior to the application of non-cat policy terms,O,float,0,"[0,)",n/a,n/a,n/a,2.1.0
Loc,LocParticipation,Percentage of risk that the insurer covers for this location. Values between 0 to 1 (e.g. 12% enterd as 0.12). Usually used in binders or offshore.,O,float,1,"[0,1]",n/a,n/a,n/a,2.1.0
Loc,PayoutBasis,Pay-out basis for the claim (whether depreciation is taken into account). ACV = RCV - depreciation.,O,tinyint,0,,n/a,n/a,n/a,2.1.0
Loc,ReinsTag,User defined reinsurance tag to provide a further option for specifying reinsurance scope,O,varchar(20),,,n/a,n/a,n/a,2.1.0
Loc,LocDedCode1Building,Location building deductible code,O,tinyint,0,,n/a,n/a,n/a,2.1.0
Loc,LocDedType1Building,Location building deductible type,CR,tinyint,0,,n/a,n/a,n/a,2.1.0
Loc,LocDed1Building,Location building deductible,CR,float,0,"[0,)",n/a,n/a,n/a,2.1.0
Loc,LocMinDed1Building,Location minimum building deductible,CR,float,0,"[0,)",n/a,n/a,n/a,2.1.0
Loc,LocMaxDed1Building,Location maximum building deductible,CR,float,0,"[0,)",n/a,n/a,n/a,2.1.0
Loc,LocDedCode2Other,Location other building deductible code,O,tinyint,0,,n/a,n/a,n/a,2.1.0
Loc,LocDedType2Other,Location other building deductible type,CR,tinyint,0,,n/a,n/a,n/a,2.1.0
Loc,LocDed2Other,Location other building deductible,CR,float,0,"[0,)",n/a,n/a,n/a,2.1.0
Loc,LocMinDed2Other,Location minimum other building deductible,CR,float,0,"[0,)",n/a,n/a,n/a,2.1.0
Loc,LocMaxDed2Other,Location maximum other building deductible,CR,float,0,"[0,)",n/a,n/a,n/a,2.1.0
Loc,LocDedCode3Contents,Location contents deductible code,O,tinyint,0,,n/a,n/a,n/a,2.1.0
Loc,LocDedType3Contents,Location contents deductible type,CR,tinyint,0,,n/a,n/a,n/a,2.1.0
Loc,LocDed3Contents,Location contents deductible,CR,float,0,"[0,)",n/a,n/a,n/a,2.1.0
Loc,LocMinDed3Contents,Location minimum contents deductible,CR,float,0,"[0,)",n/a,n/a,n/a,2.1.0
Loc,LocMaxDed3Contents,Location maximum contents deductible,CR,float,0,"[0,)",n/a,n/a,n/a,2.1.0
Loc,LocDedCode4BI,Location BI Deductible Code,O,tinyint,0,,n/a,n/a,n/a,2.1.0
Loc,LocDedType4BI,Location BI Deductible Type,CR,tinyint,0,,n/a,n/a,n/a,2.1.0
Loc,LocDed4BI,Location BI deductible,CR,float,0,"[0,)",n/a,n/a,n/a,2.1.0
Loc,LocMinDed4BI,Location minimum bi deductible,CR,float,0,"[0,)",n/a,n/a,n/a,2.1.0
Loc,LocMaxDed4BI,Location maximum bi deductible,CR,float,0,"[0,)",n/a,n/a,n/a,2.1.0
Loc,LocDedCode5PD,Location PD deductible code,O,tinyint,0,,n/a,n/a,n/a,2.1.0
Loc,LocDedType5PD,Location PD deductible type,CR,tinyint,0,,n/a,n/a,n/a,2.1.0
Loc,LocDed5PD,Location PD deductible,CR,float,0,"[0,)",n/a,n/a,n/a,2.1.0
Loc,LocMinDed5PD,Location minimum PD deductible,CR,float,0,"[0,)",n/a,n/a,n/a,2.1.0
Loc,LocMaxDed5PD,Location maximum PD deductible,CR,float,0,"[0,)",n/a,n/a,n/a,2.1.0
Loc,LocDedCode6All,Location blanket deductible code,O,tinyint,0,,n/a,n/a,n/a,2.1.0
Loc,LocDedType6All,Location blanket deductible type,CR,tinyint,0,,n/a,n/a,n/a,2.1.0
Loc,LocDed6All,Location site deductible,CR,float,0,"[0,)",n/a,n/a,n/a,2.1.0
Loc,LocMinDed6All,Location minimum blanket deductible,CR,float,0,"[0,)",n/a,n/a,n/a,2.1.0
Loc,LocMaxDed6All,Location maximum blanket deductible,CR,float,0,"[0,)",n/a,n/a,n/a,2.1.0
Loc,LocLimitCode1Building,Location building limit code,O,tinyint,0,,n/a,n/a,n/a,2.1.0
Loc,LocLimitType1Building,Location building limit type,CR,tinyint,0,,n/a,n/a,n/a,2.1.0
Loc,LocLimit1Building,Location building limit,CR,float,0,"[0,)",n/a,n/a,n/a,2.1.0
Loc,LocLimitCode2Other,Location other building limit code,O,tinyint,0,,n/a,n/a,n/a,2.1.0
Loc,LocLimitType2Other,Location other building limit type,CR,tinyint,0,,n/a,n/a,n/a,2.1.0
Loc,LocLimit2Other,Location other building limit,CR,float,0,"[0,)",n/a,n/a,n/a,2.1.0
Loc,LocLimitCode3Contents,Location contents limit code,O,tinyint,0,,n/a,n/a,n/a,2.1.0
Loc,LocLimitType3Contents,Location contents limit type,CR,tinyint,0,,n/a,n/a,n/a,2.1.0
Loc,LocLimit3Contents,Location contents limit,CR,float,0,"[0,)",n/a,n/a,n/a,2.1.0
Loc,LocLimitCode4BI,Location BI limit code,O,tinyint,0,,n/a,n/a,n/a,2.1.0
Loc,LocLimitType4BI,Location BI limit type,CR,tinyint,0,,n/a,n/a,n/a,2.1.0
Loc,LocLimit4BI,Location BI limit,CR,float,0,"[0,)",n/a,n/a,n/a,2.1.0
Loc,LocLimitCode5PD,Location PD limit code,O,tinyint,0,,n/a,n/a,n/a,2.1.0
Loc,LocLimitType5PD,Location PD limit type,CR,tinyint,0,,n/a,n/a,n/a,2.1.0
Loc,LocLimit5PD,Location PD limit,CR,float,0,"[0,)",n/a,n/a,n/a,2.1.0
Loc,LocLimitCode6All,Location site limit code,O,tinyint,0,,n/a,n/a,n/a,2.1.0
Loc,LocLimitType6All,Location site limit type,CR,tinyint,0,,n/a,n/a,n/a,2.1.0
Loc,LocLimit6All,Location site limit,CR,float,0,"[0,)",n/a,n/a,n/a,2.1.0
