"Category","OED Code","CEDE code","Name","Description","Code Range","Broad Category"
"Construction","5858","N/A","Automobiles, M1","Vehicles designed and constructed for the carriage of passengers and comprising no more than eight seats in addition to the driver’s seat, and having a maximum mass (“technically permissible maximum laden mass”) not exceeding 3.5 tons","5850 - 5899","Automobiles"
"Construction","5859","N/A","Buses, M2 + M3","Vehicles designed and constructed for the carriage of passengers, comprising more than eight seats in addition to the driver’s seat","5850 - 5899","Automobiles"
"Construction","5860","N/A","Automobiles, M1 Low cost","M1 type vehicle with value lower than average M1 car.","5850 - 5899","Automobiles"
"Construction","5861","N/A","Automobiles, M1 High cost","M1 type vehicle with value higher than average M1 car.","5850 - 5899","Automobiles"
"Construction","5862","N/A","Automobiles, M1 Large fleet","Typically a fleet from 51 up to 100 vehicles of M1 type.","5850 - 5899","Automobiles"
"Construction","5863","N/A","Automobiles, M1 Mid-size fleet","Typically a fleet from 21 up to 50 vehicles of M1 type.","5850 - 5899","Automobiles"
"Construction","5864","N/A","Automobiles, M1 Small fleet","Typically a fleet with up to 20 vehicles of M1 type.","5850 - 5899","Automobiles"
"Construction","5865","N/A","Cargo, N","Power-driven vehicles having at least four wheels and used for the carriage of goods","5850 - 5899","Automobiles"
"Construction","5866","N/A","Trailers, O","Trailers (including semi-trailers)","5850 - 5899","Automobiles"
"Construction","5867","N/A","Tractor trailers, OT","Tractor trailers","5850 - 5899","Automobiles"
"Construction","5868","N/A","Mobile industrial machines, S","Self-propelled industrial machines. Trailer industrial machines. Tractor trailer industrial machines.","5850 - 5899","Automobiles"
"Construction","5869","N/A","Tractors, T","Agricultural and Forestry tractors","5850 - 5899","Automobiles"
"Construction","5870","N/A","Cars GEC, unknown GEC","Typically a four-wheeled automotive vehicle designed for passenger transportation.","5850 - 5899","Automobiles"
"Construction","5871","N/A","Cars GEC, Compact","Typically a four-wheeled automotive vehicle designed for passenger transportation with passenger and cargo volume between 100 cu. ft. (2830 l) and 109 cu. ft. (3110 l)","5850 - 5899","Automobiles"
"Construction","5872","N/A","Cars GEC, Large","Typically a four-wheeled automotive vehicle designed for passenger transportation with passenger and cargo volume higher than 120 cu. ft. (3400 l)","5850 - 5899","Automobiles"
"Construction","5873","N/A","Cars GEC, Mid-Size","Typically a four-wheeled automotive vehicle designed for passenger transportation with passenger and cargo volume between 110 cu. ft. (3110 l) and 119 cu. ft. (3395 l)","5850 - 5899","Automobiles"
"Construction","5874","N/A","Cars GEC, Pick-Up & Trucks and SUV","Pick-Up & Trucks and SUV","5850 - 5899","Automobiles"
"Construction","5875","N/A","Cars GEC, Sub-Compact","Typically a four-wheeled automotive vehicle designed for passenger transportation with passenger and cargo volume less than 99 cu. ft. (2830 l)","5850 - 5899","Automobiles"
"Construction","5900","265","Marine Craft, Pleasure Boats & Yachts","Typically privately-owned boats that can be used for recreation, fishing, or cruising. This description is meant to exclude commercial vessels, such as cargo ships or tugboats. Use this construction code if the boat power/sail classification is unknown.","5900 - 5949","Marine Craft"
"Construction","5901","266","Marine Craft, Pleasure Boats & Yachts - Power Boats","A pleasure boat that is powered only by a motor (no sails).","5900 - 5949","Marine Craft"
"Construction","5902","267","Marine Craft, Pleasure Boats & Yachts - Sail Boats","A pleasure boat that is capable of being powered by wind through the use of sails. Boats that have both sails and a motor should be modeled under this code.","5900 - 5949","Marine Craft"
"Construction","5951","250","Miscellaneous, Railway Property","Railway properties are composed of major components of railway systems, which include railway stations, railway tunnels, railway bridges, railway tracks, and cables along the tracks but excluding trains.","5950 - 5999","Miscellaneous"
"Construction","5952","251","Miscellaneous, Pumping Station","Pumping stations are structures with mechanical devices that are used typically when a fluid material must be raised from a low point to a point of higher elevation, or where the topography prevents downhill gravity flow.","5950 - 5999","Miscellaneous"
"Construction","5953","252","Miscellaneous, Compressor stations","Compressor stations are structures with mechanical devices that are used for increasing the pressure of a gas by mechanically decreasing its volume.","5950 - 5999","Miscellaneous"
"Construction","5954","253","Miscellaneous, Cranes","A machine for raising, shifting, and lowering heavy weights by means of a projecting swinging arm or with the hoisting apparatus supported on an overhead track.","5950 - 5999","Miscellaneous"
"Construction","5955","254","Miscellaneous, Conveyor systems","Devices used for moving loose material (typically on a belt, on rollers, or in an auger).","5950 - 5999","Miscellaneous"
"Construction","5956","255","Miscellaneous, Canals","An artificial waterway of any depth used for draining or irrigating land or for navigation.","5950 - 5999","Miscellaneous"
"Construction","5957","256","Miscellaneous, Earth retaining structures","Earth retaining structures taller than 20 feet high.","5950 - 5999","Miscellaneous"
"Construction","5958","257","Miscellaneous, Waterfront structures","Wharves or docks built next to the shore of navigable waters so that ships may receive and discharge cargo and passengers or walls of artificially enclosed basins into which vessels are brought for inspection and repair.","5950 - 5999","Miscellaneous"
"Construction","5959","259","Miscellaneous, Transit Warehouse","Transit warehouses often refer to distribution centers that temporarily store various commodities for further distribution, including wholesale stores. The commodities can be light (e.g., food, drug, light fabrication of clothing, high technology electricals) and heavy (e.g., heavy construction machineries). Warehouses are typically one story steel frame or SRC (steel reinforced concrete) construction with high ceilings. Most of the commodities are well packed and can be stacked during storage.","5950 - 5999","Miscellaneous"
"Construction","5960","260","Miscellaneous, Marine Hull","Marine hull insurance covers the hull and machinery of a vessel. Specific ports or docks include loading or unloading (port risk), under construction (builders risk), and repair (repairing risk).","5950 - 5999","Miscellaneous"
"Construction","5961","N/A","Miscellaneous, Treatment plant","Treatment plants are structures and sites for the treatment of potable water or wastewater","5950 - 5999","Miscellaneous"
"Construction","6000","276","Marine Cargo, Unknown / General","General / unknown marine cargo code.","6000","Marine Cargo Unknown"
"Construction","6051","270","Marine Cargo, Carpool","Open areas close to harbors where thousands of cars are gridded before being shipped on Personal Car Carriers (PCCs).","6051 - 6099","Marine Cargo General"
"Construction","6052","271","Marine Cargo, General and Containerized Cargo","Cubicles 8 feet in width, 8.5 feet in height, and 20 or 40 feet in length in which commodities are packed. Cubicles are usually stacked on ships, trains, or airplanes for long-distance transportation.","6051 - 6099","Marine Cargo General"
"Construction","6053","272","Marine Cargo, Heavy Cargo","Heavy cargos are usually heavy machinery that cannot be fit into a standard container, such as jack-up and semi-submersible rigs, dredging equipment, luxury yachts, offshore production modules and sub-sea structures, construction machinery, container cranes and harbor equipment, and complete factories. Vessels used for this type of cargo are usually semi-submersible heavy lift ships, conventional heavy lift ships, tow barges and dockships. Heavy cargo is sometimes containerized.","6051 - 6099","Marine Cargo General"
"Construction","6054","273","Marine Cargo, Refrigerated Cargo","Refrigerated cargo is similar to general containerized cargo, but with additional cooling equipment to keep commodities fresh. Commodities are commonly fruits and frozen goods. This type of containerized cargo requires an external source of power to maintain a temperature-controlled environment.","6051 - 6099","Marine Cargo General"
"Construction","6055","274","Marine Cargo, Dry Bulk Cargo","Dry bulk cargo refers to bare solid materials, such as coal, metal ore, lumber, and grains.","6051 - 6099","Marine Cargo General"
"Construction","6056","275","Marine Cargo, Liquid Bulk Cargo","Liquid bulk cargo refers to bare liquid material, such as oil, liquefied natural gas, and liquid chemicals. Liquid bulk cargo is generally stored in tank farms on shore.","6051 - 6099","Marine Cargo General"
"Construction","6100","286","Marine Cargo, Combustible: Unknown Cargo","Unknown marine cargo, Combustible.","6100 - 6149","Marine Cargo"
"Construction","6101","280","Marine Cargo, Combustible: Carpool","Open areas close to harbors where thousands of cars are gridded before being shipped on Personal Car Carriers (PCCs).","6100 - 6149","Marine Cargo"
"Construction","6102","281","Marine Cargo, Combustible: General and Containerized","Cubicles 8 feet in width, 8.5 feet in height, and 20 or 40 feet in length in which commodities are packed. Cubicles are usually stacked on ships, trains, or airplanes for long-distance transportation.","6100 - 6149","Marine Cargo"
"Construction","6103","282","Marine Cargo, Combustible: Heavy Cargo","Heavy cargos are usually heavy machinery that cannot be fit into a standard container, such as jack-up and semi-submersible rigs, dredging equipment, luxury yachts, offshore production modules and sub-sea structures, construction machinery, container cranes and harbor equipment, and complete factories. Vessels used for this type of cargo are usually semi-submersible heavy lift ships, conventional heavy lift ships, tow barges, and dockships. Heavy cargo is sometimes containerized.","6100 - 6149","Marine Cargo"
"Construction","6104","283","Marine Cargo, Combustible: Refrigerated Cargo","Refrigerated cargo is similar to general containerized cargo, but with additional cooling equipment to keep commodities fresh. Commodities are commonly fruits and frozen goods. This type of containerized cargo requires an external source of power to maintain a temperature-controlled environment.","6100 - 6149","Marine Cargo"
"Construction","6105","284","Marine Cargo, Combustible: Dry Bulk Cargo","Dry bulk cargo refers to bare solid materials, such as coal, metal ore, lumber, and grains.","6100 - 6149","Marine Cargo"
"Construction","6106","285","Marine Cargo, Combustible: Liquid Bulk Cargo","Liquid bulk cargo refers to bare liquid material, such as oil, liquefied natural gas, and liquid chemicals. Liquid bulk cargo is generally stored in tank farms on shore.","6100 - 6149","Marine Cargo"
"Construction","6150","296","Marine Cargo, Non-Combustible: Unknown Cargo","Unknown marine cargo, Non-Combustible.","6150 - 6199","Marine Cargo"
"Construction","6151","290","Marine Cargo, Non-Combustible: Carpool","Open areas close to harbors where thousands of cars are gridded before being shipped on Personal Car Carriers (PCCs).","6150 - 6199","Marine Cargo"
"Construction","6152","291","Marine Cargo, Non-Combustible: General and Container","Cubicles 8 feet in width, 8.5 feet in height, and 20 or 40 feet in length in which commodities are packed. Cubicles are usually stacked on ships, trains, or airplanes for long-distance transportation.","6150 - 6199","Marine Cargo"
"Construction","6153","292","Marine Cargo, Non-Combustible: Heavy Cargo","Heavy cargos are usually heavy machinery that cannot be fit into a standard container, such as jack-up and semi-submersible rigs, dredging equipment, luxury yachts, offshore production modules and sub-sea structures, construction machinery, container cranes and harbor equipment, and complete factories. Vessels used for this type of cargo are usually semi-submersible heavy lift ships, conventional heavy lift ships, tow barges, and dockships. Heavy cargo is sometimes containerized.","6150 - 6199","Marine Cargo"
"Construction","6154","293","Marine Cargo, Non-Combustible: Refrigerated Cargo","Refrigerated cargo is similar to general containerized cargo, but with additional cooling equipment to keep commodities fresh. Commodities are commonly fruits and frozen goods. This type of containerized cargo requires an external source of power to maintain a temperature-controlled environment.","6150 - 6199","Marine Cargo"
"Construction","6155","294","Marine Cargo, Non-Combustible: Dry Bulk Cargo","Dry bulk cargo refers to bare solid materials, such as coal, metal ore, lumber, and grains.","6150 - 6199","Marine Cargo"
"Construction","6156","295","Marine Cargo, Non-Combustible: Liquid Bulk Cargo","Liquid bulk cargo refers to bare liquid material, such as oil, liquefied natural gas, and liquid chemicals. Liquid bulk cargo is generally stored in tank farms on shore.","6150 - 6199","Marine Cargo"
"Construction","6200","2701","Marine Cargo, Automobiles","Motor vehicles being transported. Automobile cargoes can be in different storage conditions.","6200 - 6249","Marine Cargo"
"Construction","6201","2702","Marine Cargo, Break Bulk","Loose, non-containerized cargo that is loaded directly on a ship in bags, boxes, crates, etc. Examples of break bulk are paper rolls, barrels, plywood, and pipes.","6200 - 6249","Marine Cargo"
"Construction","6202","2703","Marine Cargo, Dry Bulk","Bare solid materials, such as coal, metal ore, wood pulp, and grains.","6200 - 6249","Marine Cargo"
"Construction","6203","2704","Marine Cargo, Liquid Bulk","Bare liquid material, such as oil, liquefied natural gas, and liquid chemicals. Liquid bulk cargo is generally stored in tank farms on shore.","6200 - 6249","Marine Cargo"
"Construction","6204","2705","Marine Cargo, Consumables","Food and beverage cargo. Can be in different storage conditions.","6200 - 6249","Marine Cargo"
"Construction","6205","2706","Marine Cargo, Temperature-controlled","Cargo that needs to be transported under specific temperature conditions, often refrigerated.","6200 - 6249","Marine Cargo"
"Construction","6206","2707","Marine Cargo, Electronics","Cargo that includes electronic devices such as computers, TVs, cell phones, circuits, etc. Can be in different storage conditions.","6200 - 6249","Marine Cargo"
"Construction","6207","2708","Marine Cargo, Chemical Products","Cargo that includes products of basic chemical manufacturing such as acids, alkalis, salts, and organic chemicals, as well as chemical products that are to be used in further manufacturing, including synthetic fibers, plastic materials, dry colors, and pigments. Can be stored in special conditions.","6200 - 6249","Marine Cargo"
"Construction","6208","2709","Marine Cargo, Explosives","Cargo that includes explosive material such as chemicals, fireworks, arms, etc. Can be stored in special conditions.","6200 - 6249","Marine Cargo"
"Construction","6209","2710","Marine Cargo, General Cargo","Cargoes that are not categorized under any other specific type, for example, clothing, staples, sport goods, etc.","6200 - 6249","Marine Cargo"
"Construction","6210","2711","Marine Cargo, Heavy Industry","Heavy machinery that cannot fit into a standard container, such as jack-up and semi-submersible rigs, dredging equipment, luxury yachts, offshore production modules and sub-sea structures, construction machinery, container cranes and harbor equipment, etc.","6200 - 6249","Marine Cargo"
"Construction","6211","2712","Marine Cargo, Light Industry","Cargo that includes the product of light fabrication industry. This can include household and office manufactured products such as fabrics, carpets, rugs, furniture, etc. ","6200 - 6249","Marine Cargo"
"Construction","6212","2713","Marine Cargo, Petroleum Products","Cargo that contains petrochemical products such as oil, gas, and LNG. Can be stored in special conditions.","6200 - 6249","Marine Cargo"
"Construction","6213","2714","Marine Cargo, Pharmaceuticals","Cargo that contains pharmaceutical products. Can be in different storage conditions.","6200 - 6249","Marine Cargo"
"Construction","6214","2715","Marine Cargo, Project Cargo","Heavy cargo that includes components of special projects such as turbines for wind farms, railway cars, etc.","6200 - 6249","Marine Cargo"
"Construction","6215","2716","Marine Cargo, Livestock","Livestock being shipped.","6200 - 6249","Marine Cargo"
"Construction","6216","2717","Marine Cargo, General Specie","Statuettes, ornamental articles, fibers, arts and crafts, etc. that can be stored in different places such as in museums, in a house, or in warehouses. In each storage condition they can be stored under various degrees of protection.","6200 - 6249","Marine Cargo"
"Construction","6217","2718","Marine Cargo, Fine Art & Collectibles","Fine arts in the form of paintings, frames, sculpture, etc. that can be stored in different places such as in museums, in a house, or in warehouses. In each storage condition they can be stored under various degrees of protection.","6200 - 6249","Marine Cargo"
"Construction","6218","2719","Marine Cargo, Cash In Transit","Cash being transferred in various storage conditions.","6200 - 6249","Marine Cargo"
"Construction","6219","2720","Marine Cargo, Jewelers Blocks","Jewels, engravings, and valuable metals and stones stored in various conditions.","6200 - 6249","Marine Cargo"
"Construction","7000","258; 800","Offshore, Unknown","A structure that is anchored to the ground under the ocean. Platform construction class is unknown.","7000","Offshore Unknown"
"Construction","7001","801","Offshore, Caisson","Caisson platforms use large diameter caissons to support a single well completion with a minimal deck. The deck is capable of supporting limited production, control equipment, and navigational aids. Caisson platform completions are limited to water depths of 100 feet or less.","7001 – 7099","Offshore"
"Construction","7002","802","Offshore, Compliant Tower","Compliant Towers consist of narrow, flexible towers and piled foundations that can support a conventional deck for drilling and production operations. Unlike fixed platforms, Compliant Towers withstand large lateral forces by sustaining significant lateral deflections and are usually used in water depths between 1,000 and 2,000 feet.","7001 – 7099","Offshore"
"Construction","7003","803","Offshore, Fixed Jacket Platform","Fixed platforms consist of jackets (a tall vertical section made of tubular steel members supported by piles driven into the seabed) with a deck placed on top, providing space for crew quarters, a drilling rig, and production facilities. Fixed platforms are economically feasible for installation in water depths up to 1,500 feet.","7001 – 7099","Offshore"
"Construction","7004","804","Offshore, Jack-up","Jackups are platforms that can be jacked up above the sea using legs that can be lowered like jacks. These platforms, used in relatively low depths, are designed to move from place to place and then anchor themselves by deploying the jack-like legs.","7001 – 7099","Offshore"
"Construction","7005","805","Offshore, Mini Tension Leg Platform","Mini Tension Leg Platforms (MTLP) are floating platforms of relatively low cost developed for production of smaller deepwater reserves that would be uneconomic to produce using more conventional deepwater production systems. They can also be used as a utility, satellite, or early production platform for larger deepwater discoveries.","7001 – 7099","Offshore"
"Construction","7006","806","Offshore, Drill Rig","Drill rig.","7001 – 7099","Offshore"
"Construction","7007","807","Offshore, Semi Submersible Floating Production","Semi-submersible floating production platforms have legs of sufficient buoyancy to cause the structure to float, but weight sufficient to keep the structure upright. These rigs can be moved from place to place and ballasted up or down by altering the amount of flooding in buoyancy tanks. They are generally anchored by cable anchors during drilling operations, though they can also be kept in place by the use of dynamic positioning. Semi-submersibles can be used in depths from 200 to 6,000 feet.","7001 – 7099","Offshore"
"Construction","7008","808","Offshore, Drill Ship","Drill ships are maritime vessels that have been fitted with drilling apparatuses. They are most often used for exploratory drilling of new oil or gas wells in deep water, but can also be used for scientific drilling. They are often built on modified tanker hulls and outfitted with dynamic positioning systems to maintain their position over a well. Drill ships are able to drill in water depths of over 6,500 feet.","7001 – 7099","Offshore"
"Construction","7009","809","Offshore, SPAR Floating Production System","SPARs consist of a large diameter single vertical cylinder supporting a deck. They have typical fixed platform topsides (surface decks with drilling and production equipment), three types of risers (production, drilling, and export), and hulls moored with taut caternary systems of six to 20 lines anchored into the seafloor. SPARs are generally used in water depths up to 3,000 feet.","7001 – 7099","Offshore"
"Construction","7010","810","Offshore, Submersible Production System","Floating vessels, usually used as mobile offshore drilling units (MODUs), that are supported primarily on large pontoon-like structures submerged below the sea surface. The operating decks are elevated 100 or more feet above the pontoons on large steel columns. Once on the desired location, this type of structure is slowly flooded until it rests on the sea floor. After the well is completed, the water is pumped out of the buoyancy tanks, and the vessel is refloated and towed to the next location. Submersibles operate in relatively shallow water, since they must rest on the seafloor.","7001 – 7099","Offshore"
"Construction","7011","811","Offshore, Underwater Production Units, Completion","Subsea Systems range from single subsea wells producing to a nearby platform, FPS, or TLP to multiple wells producing through a manifold and pipeline system to a distant production facility. These systems are presently used in water depths greater than 5,000 feet.","7001 – 7099","Offshore"
"Construction","7012","812","Offshore, Tension Leg Platform","Tension Leg Platforms (TLPs) consist of a floating structure held in place by vertical, tensioned tendons connected to the sea floor by pile-secured templates. Tensioned tendons provide for the use of a TLP in a broad water depth range with limited vertical motion. Larger TLPs have been successfully deployed in water depths approaching 4,000 feet.","7001 – 7099","Offshore"
"Construction","7013","813","Offshore, Well Protector","Well head protection structures.","7001 – 7099","Offshore"
"Construction","7014","N/A","Offshore Renewables - General","Covers offshore wind, hydrgogen, ocean wave, tidal, thermal and salinity gradient technologies and floating solar PV. It is preferred to separate these items if possible.","7001 – 7099","Offshore"
"Construction","7015","N/A","Offshore Wind - General","Covers Turbines, cables and substations. It is preferred to separate these items if possible.","7001 – 7099","Offshore"
"Construction","7016","240","Offshore Wind - Turbine","Offshore wind turbine. Key Loc fields to define the turbine are: PowerCapacity and FoundationType.","7001 – 7099","Offshore"
"Construction","7017","N/A","Offshore Wind - Cable - General","Covers Infield, Export, Transmission, and Interconnector cables. It is preferred to separate these items if possible.","7001 – 7099","Offshore"
"Construction","7018","N/A","Offshore Wind - Cable - Infield","Array cables connect wind turbines to each other and to the offshore substation. Also called 'inter-aray cables'.","7001 – 7099","Offshore"
"Construction","7019","N/A","Offshore Wind - Cable - Export","Export cables transfer power from offshore wind farms to connect to an onshore grid network typically via intermediate AC substations or DC converters. In some instances export cables can connect to an offshore grid system, as seen in Germany, or alternative end-use such as oil and gas platforms or industrial facility.","7001 – 7099","Offshore"
"Construction","7020","N/A","Offshore Wind - Cable - Transmission","Transmission cables connect an offshore shared platform to the onshore substation/converter.","7001 – 7099","Offshore"
"Construction","7021","N/A","Offshore Wind - Cable - Interconnector","Interconnectors are submarine cables that transfer electricity between two grids. They can be both domestic or international. 4C Offshore interconnectors database also contains ‘oil and gas electrification’ projects, which refer to subsea cables that powers oil and gas platform from shore. ","7001 – 7099","Offshore"
"Construction","7022","N/A","Offshore Wind - Onshore Substation","Generally, the onshore substation will consist of switchgear, metering, transformers and associated plant. The onshore substation may also have reactive compensation equipment, depending on the network operator requirements and the design of the offshore network","7001 – 7099","Offshore"
"Construction","7023","N/A","Offshore Wind - Offshore Substation","Offshore substations are the systems that collect and export the power generated by turbines through specialized submarine cables. Can sometimes comprise HVDC conversion. Reactive (power) compensation platforms/stations can be included in this coding also.","7001 – 7099","Offshore"
"Construction","7500","N/A","Onshore, Unknown","A structure that is onshore. Construction class is unknown.","7500 – 7999","Onshore"
"Construction","7501","N/A","Onshore Solar PV - General","Covering all assets of a solar farm site and/or values that do not fit within any other PV construction site including supporting infastructure, roads, fencing, etc ","7500 – 7999","Onshore"
"Construction","7502","N/A","Onshore Solar PV - PV Module","All information associated with the PV module includling racking/mouunting and panel values. Key Loc fields include tracking type, tilt angle, control type, module year, panel area, glass type and thickness.","7500 – 7999","Onshore"
"Construction","7503","N/A","Onshore Solar PV - Inverter ","Central or string inverters from DC to AC including switchgear and protection systems.","7500 – 7999","Onshore"
"Construction","7504","N/A","Onshore Solar PV - Transformer","Covering inverter transformers, main step up transformers and their associated values.","7500 – 7999","Onshore"
"Construction","7505","N/A","Onshore Solar PV - BESS ","Battery energy storage sytems, battery management, fire supression and cooling systems.","7500 – 7999","Onshore"
"Construction","7506","N/A","Onshore Solar PV - Cabling / Combiner Boxes","The electrical collection and transmission system, covering cabling, connectors, combiner boxes switches and surge protection devices.","7500 – 7999","Onshore"
"Construction","7507","N/A","Onshore Solar PV - Monitoring and Control","Covering SCADA, PPC, weather station, data acquisition and communication network assets.","7500 – 7999","Onshore"
"Construction","7550","239","Onshore Wind Turbines","Onshore wind turbines are installed individually, and in groups called ""wind farms."". Wind turbine systems comprise a tower, hub and blades (the rotor), and nacelle (houses the generator). They are typically attached to a reinforced concrete foundation. Based on the wind characteristics of the site, these structures are generally designed to conform to the International Electrotechnical Commission (IEC) 61400-1 wind turbine design class.","7500 – 7999","Onshore"
"Construction","8000","N/A","Crops, Unknown crop","Crops, Unknown crop","8000","Agriculture, Crops"
"Construction","8010","N/A","Crops, Cereals, Unknown","Crops, Cereals, Unknown","8001 - 8150","Agriculture, Crops"
"Construction","8011","N/A","Crops, Cereals, Wheat","Crops, Cereals, Wheat","8001 - 8150","Agriculture, Crops"
"Construction","8012","N/A","Crops, Cereals, Maize","Crops, Cereals, Maize","8001 - 8150","Agriculture, Crops"
"Construction","8013","N/A","Crops, Cereals, Rice","Crops, Cereals, Rice","8001 - 8150","Agriculture, Crops"
"Construction","8014","N/A","Crops, Cereals, Sorghum","Crops, Cereals, Sorghum","8001 - 8150","Agriculture, Crops"
"Construction","8015","N/A","Crops, Cereals, Barley","Crops, Cereals, Barley","8001 - 8150","Agriculture, Crops"
"Construction","8016","N/A","Crops, Cereals, Rye","Crops, Cereals, Rye","8001 - 8150","Agriculture, Crops"
"Construction","8017","N/A","Crops, Cereals, Oats","Crops, Cereals, Oats","8001 - 8150","Agriculture, Crops"
"Construction","8018","N/A","Crops, Cereals, Millets","Crops, Cereals, Millets","8001 - 8150","Agriculture, Crops"
"Construction","8019","N/A","Crops, Cereals, Other","Crops, Cereals, Other","8001 - 8150","Agriculture, Crops"
"Construction","8030","N/A","Crops, Vegetables and melons, Unknown","Crops, Vegetables and melons, Unknown","8001 - 8150","Agriculture, Crops"
"Construction","8031","N/A","Crops, Vegetables and melons, Leafy or stem vegetables","Crops, Vegetables and melons, Leafy or stem vegetables","8001 - 8150","Agriculture, Crops"
"Construction","8032","N/A","Crops, Vegetables and melons, Fruit-bearing vegetables","Crops, Vegetables and melons, Fruit-bearing vegetables","8001 - 8150","Agriculture, Crops"
"Construction","8033","N/A","Crops, Vegetables and melons, Root, bulb, or tuberous vegetables","Crops, Vegetables and melons, Root, bulb, or tuberous vegetables","8001 - 8150","Agriculture, Crops"
"Construction","8034","N/A","Crops, Vegetables and melons, Mushrooms and truffles","Crops, Vegetables and melons, Mushrooms and truffles","8001 - 8150","Agriculture, Crops"
"Construction","8035","N/A","Crops, Vegetables and melons, Other","Crops, Vegetables and melons, Other","8001 - 8150","Agriculture, Crops"
"Construction","8050","N/A","Crops, Fruits and nuts, Unknown","Crops, Fruits and nuts, Unknown","8001 - 8150","Agriculture, Crops"
"Construction","8051","N/A","Crops, Fruits and nuts, Tropical and subtropical fruits","Crops, Fruits and nuts, Tropical and subtropical fruits","8001 - 8150","Agriculture, Crops"
"Construction","8052","N/A","Crops, Fruits and nuts, Citrus fruits","Crops, Fruits and nuts, Citrus fruits","8001 - 8150","Agriculture, Crops"
"Construction","8053","N/A","Crops, Fruits and nuts, Grapes","Crops, Fruits and nuts, Grapes","8001 - 8150","Agriculture, Crops"
"Construction","8054","N/A","Crops, Fruits and nuts, Berries","Crops, Fruits and nuts, Berries","8001 - 8150","Agriculture, Crops"
"Construction","8055","N/A","Crops, Fruits and nuts, Pome fruits and stone fruits","Crops, Fruits and nuts, Pome fruits and stone fruits","8001 - 8150","Agriculture, Crops"
"Construction","8056","N/A","Crops, Fruits and nuts, Nuts","Crops, Fruits and nuts, Nuts","8001 - 8150","Agriculture, Crops"
"Construction","8057","N/A","Crops, Fruits and nuts, Other","Crops, Fruits and nuts, Other","8001 - 8150","Agriculture, Crops"
"Construction","8070","N/A","Crops, Oilseed crops, Unknown","Crops, Oilseed crops, Unknown","8001 - 8150","Agriculture, Crops"
"Construction","8071","N/A","Crops, Oilseed crops, Soya beans","Crops, Oilseed crops, Soya beans","8001 - 8150","Agriculture, Crops"
"Construction","8072","N/A","Crops, Oilseed crops, Groundnuts","Crops, Oilseed crops, Groundnuts","8001 - 8150","Agriculture, Crops"
"Construction","8073","N/A","Crops, Oilseed crops, Other","Crops, Oilseed crops, Other","8001 - 8150","Agriculture, Crops"
"Construction","8090","N/A","Crops, Root/tuber crops with high starch or inulin content, Unknown","Crops, Root/tuber crops with high starch or inulin content, Unknown","8001 - 8150","Agriculture, Crops"
"Construction","8091","N/A","Crops, Root/tuber crops with high starch or inulin content, Potatoes","Crops, Root/tuber crops with high starch or inulin content, Potatoes","8001 - 8150","Agriculture, Crops"
"Construction","8092","N/A","Crops, Root/tuber crops with high starch or inulin content, Sweet potatoes","Crops, Root/tuber crops with high starch or inulin content, Sweet potatoes","8001 - 8150","Agriculture, Crops"
"Construction","8093","N/A","Crops, Root/tuber crops with high starch or inulin content, Cassava Yams","Crops, Root/tuber crops with high starch or inulin content, Cassava Yams","8001 - 8150","Agriculture, Crops"
"Construction","8094","N/A","Crops, Root/tuber crops with high starch or inulin content, Other","Crops, Root/tuber crops with high starch or inulin content, Other","8001 - 8150","Agriculture, Crops"
"Construction","8100","N/A","Crops, Beverage and spice crops, Unknown","Crops, Beverage and spice crops, Unknown","8001 - 8150","Agriculture, Crops"
"Construction","8101","N/A","Crops, Beverage and spice crops, Beverage crops","Crops, Beverage and spice crops, Beverage crops","8001 - 8150","Agriculture, Crops"
"Construction","8102","N/A","Crops, Beverage and spice crops, Spice crops","Crops, Beverage and spice crops, Spice crops","8001 - 8150","Agriculture, Crops"
"Construction","8103","N/A","Crops, Beverage and spice crops, Other","Crops, Beverage and spice crops, Other","8001 - 8150","Agriculture, Crops"
"Construction","8110","N/A","Crops, Leguminous crops, Unknown","Crops, Leguminous crops, Unknown","8001 - 8150","Agriculture, Crops"
"Construction","8111","N/A","Crops, Leguminous crops, Beans","Crops, Leguminous crops, Beans","8001 - 8150","Agriculture, Crops"
"Construction","8112","N/A","Crops, Leguminous crops, Broad beans","Crops, Leguminous crops, Broad beans","8001 - 8150","Agriculture, Crops"
"Construction","8113","N/A","Crops, Leguminous crops, Chick peas","Crops, Leguminous crops, Chick peas","8001 - 8150","Agriculture, Crops"
"Construction","8114","N/A","Crops, Leguminous crops, Cow peas","Crops, Leguminous crops, Cow peas","8001 - 8150","Agriculture, Crops"
"Construction","8115","N/A","Crops, Leguminous crops, Lentils","Crops, Leguminous crops, Lentils","8001 - 8150","Agriculture, Crops"
"Construction","8116","N/A","Crops, Leguminous crops, Lupins","Crops, Leguminous crops, Lupins","8001 - 8150","Agriculture, Crops"
"Construction","8117","N/A","Crops, Leguminous crops, Peas","Crops, Leguminous crops, Peas","8001 - 8150","Agriculture, Crops"
"Construction","8118","N/A","Crops, Leguminous crops, Pigeon peas","Crops, Leguminous crops, Pigeon peas","8001 - 8150","Agriculture, Crops"
"Construction","8119","N/A","Crops, Leguminous crops, Leguminous crops","Crops, Leguminous crops, Leguminous crops","8001 - 8150","Agriculture, Crops"
"Construction","8120","N/A","Crops, Leguminous crops, Other","Crops, Leguminous crops, Other","8001 - 8150","Agriculture, Crops"
