"SrcScheme","SrcField","SrcValue","SrcValueName","TgtSchemeVersion","TgtScheme","TgtField","TgtValue","TgtValueName"
"SIC","OccType","2391","Curtains & Draperies","2.3.1","OED","OccupancyCode","1152","Industrial, Light fabrication and assembly"
"SIC","OccType","2392","House Furnishings, Nec","2.3.1","OED","OccupancyCode","1152","Industrial, Light fabrication and assembly"
"SIC","OccType","2393","Textile Bags","2.3.1","OED","OccupancyCode","1152","Industrial, Light fabrication and assembly"
"SIC","OccType","2394","Canvas & Related Products","2.3.1","OED","OccupancyCode","1152","Industrial, Light fabrication and assembly"
"SIC","OccType","2395","Pleating & Stitching","2.3.1","OED","OccupancyCode","1152","Industrial, Light fabrication and assembly"
"SIC","OccType","2396","Automotive & Apparel Trimmings","2.3.1","OED","OccupancyCode","1152","Industrial, Light fabrication and assembly"
"SIC","OccType","2397","Schiffli Machine Embroideries","2.3.1","OED","OccupancyCode","1152","Industrial, Light fabrication and assembly"
"SIC","OccType","2399","Fabricated Textile Products, Nec","2.3.1","OED","OccupancyCode","1152","Industrial, Light fabrication and assembly"
"SIC","OccType","2400","Lumber And Wood Products","2.3.1","OED","OccupancyCode","1151","Industrial, Heavy fabrication and assembly"
"SIC","OccType","241","Dairy Farms","2.3.1","OED","OccupancyCode","1351","Agriculture"
"SIC","OccType","2411","Logging","2.3.1","OED","OccupancyCode","1151","Industrial, Heavy fabrication and assembly"
"SIC","OccType","2421","Sawmills & Planing Mills, General","2.3.1","OED","OccupancyCode","1151","Industrial, Heavy fabrication and assembly"
"SIC","OccType","2426","Hardwood Dimension & Flooring","2.3.1","OED","OccupancyCode","1151","Industrial, Heavy fabrication and assembly"
"SIC","OccType","2429","Special Product Sawmills, Nec","2.3.1","OED","OccupancyCode","1151","Industrial, Heavy fabrication and assembly"
"SIC","OccType","2431","Millwork","2.3.1","OED","OccupancyCode","1151","Industrial, Heavy fabrication and assembly"
"SIC","OccType","2434","Wood Kitchen Cabinets","2.3.1","OED","OccupancyCode","1151","Industrial, Heavy fabrication and assembly"
"SIC","OccType","2435","Hardwood Veneer & Plywood","2.3.1","OED","OccupancyCode","1151","Industrial, Heavy fabrication and assembly"
"SIC","OccType","2436","Softwood Veneer & Plywood","2.3.1","OED","OccupancyCode","1151","Industrial, Heavy fabrication and assembly"
"SIC","OccType","2439","Structural Wood Members, Nec","2.3.1","OED","OccupancyCode","1151","Industrial, Heavy fabrication and assembly"
"SIC","OccType","2441","Nailed Wood Boxes & Shook","2.3.1","OED","OccupancyCode","1151","Industrial, Heavy fabrication and assembly"
"SIC","OccType","2448","Wood Pallets & Skids","2.3.1","OED","OccupancyCode","1151","Industrial, Heavy fabrication and assembly"
"SIC","OccType","2449","Wood Containers, Nec","2.3.1","OED","OccupancyCode","1151","Industrial, Heavy fabrication and assembly"
"SIC","OccType","2451","Mobile Homes","2.3.1","OED","OccupancyCode","1151","Industrial, Heavy fabrication and assembly"
"SIC","OccType","2452","Prefabricated Wood Buildings","2.3.1","OED","OccupancyCode","1151","Industrial, Heavy fabrication and assembly"
"SIC","OccType","2491","Wood Preserving","2.3.1","OED","OccupancyCode","1151","Industrial, Heavy fabrication and assembly"
"SIC","OccType","2493","Reconstituted Wood Products","2.3.1","OED","OccupancyCode","1151","Industrial, Heavy fabrication and assembly"
"SIC","OccType","2499","Wood Products, Nec","2.3.1","OED","OccupancyCode","1151","Industrial, Heavy fabrication and assembly"
"SIC","OccType","2500","Furniture And Fixtures","2.3.1","OED","OccupancyCode","1152","Industrial, Light fabrication and assembly"
"SIC","OccType","251","Broiler, Fryer And Roaster Chickens","2.3.1","OED","OccupancyCode","1351","Agriculture"
"SIC","OccType","2511","Wood Household Furniture","2.3.1","OED","OccupancyCode","1152","Industrial, Light fabrication and assembly"
"SIC","OccType","2512","Upholstered Household Furniture","2.3.1","OED","OccupancyCode","1152","Industrial, Light fabrication and assembly"
"SIC","OccType","2514","Metal Household Furniture","2.3.1","OED","OccupancyCode","1152","Industrial, Light fabrication and assembly"
"SIC","OccType","2515","Mattresses & Bedsprings","2.3.1","OED","OccupancyCode","1152","Industrial, Light fabrication and assembly"
"SIC","OccType","2517","Wood Television & Radio Cabinets","2.3.1","OED","OccupancyCode","1152","Industrial, Light fabrication and assembly"
"SIC","OccType","2519","Household Furniture, Nec","2.3.1","OED","OccupancyCode","1152","Industrial, Light fabrication and assembly"
"SIC","OccType","252","Chicken Eggs","2.3.1","OED","OccupancyCode","1351","Agriculture"
"SIC","OccType","2521","Wood Office Furniture","2.3.1","OED","OccupancyCode","1152","Industrial, Light fabrication and assembly"
"SIC","OccType","2522","Office Furniture, Except Wood","2.3.1","OED","OccupancyCode","1152","Industrial, Light fabrication and assembly"
"SIC","OccType","253","Turkeys & Turkey Eggs","2.3.1","OED","OccupancyCode","1351","Agriculture"
"SIC","OccType","2531","Public Building & Related Furniture","2.3.1","OED","OccupancyCode","1152","Industrial, Light fabrication and assembly"
"SIC","OccType","254","Poultry Hatcheries","2.3.1","OED","OccupancyCode","1351","Agriculture"
"SIC","OccType","2541","Wood Partitions & Fixtures","2.3.1","OED","OccupancyCode","1152","Industrial, Light fabrication and assembly"
"SIC","OccType","2542","Partitions & Fixtures, Except Wood","2.3.1","OED","OccupancyCode","1152","Industrial, Light fabrication and assembly"
"SIC","OccType","259","Poultry & Eggs, Nec","2.3.1","OED","OccupancyCode","1351","Agriculture"
"SIC","OccType","2591","Drapery Hardware And Blinds And Shades","2.3.1","OED","OccupancyCode","1152","Industrial, Light fabrication and assembly"
"SIC","OccType","2599","Furniture & Fixtures, Nec","2.3.1","OED","OccupancyCode","1152","Industrial, Light fabrication and assembly"
"SIC","OccType","2600","Paper And Allied Products","2.3.1","OED","OccupancyCode","1151","Industrial, Heavy fabrication and assembly"
"SIC","OccType","2611","Pulp Mills","2.3.1","OED","OccupancyCode","1151","Industrial, Heavy fabrication and assembly"
"SIC","OccType","2621","Paper Mills","2.3.1","OED","OccupancyCode","1151","Industrial, Heavy fabrication and assembly"
"SIC","OccType","2631","Paperboard Mills","2.3.1","OED","OccupancyCode","1151","Industrial, Heavy fabrication and assembly"
"SIC","OccType","2652","Setup Paperboard Boxes","2.3.1","OED","OccupancyCode","1151","Industrial, Heavy fabrication and assembly"
"SIC","OccType","2653","Corrugated & Solid Fiber Boxes","2.3.1","OED","OccupancyCode","1151","Industrial, Heavy fabrication and assembly"
"SIC","OccType","2655","Fiber Cans, Drums & Similar Products","2.3.1","OED","OccupancyCode","1151","Industrial, Heavy fabrication and assembly"
"SIC","OccType","2656","Sanitary Food Containers","2.3.1","OED","OccupancyCode","1151","Industrial, Heavy fabrication and assembly"
"SIC","OccType","2657","Folding Paperboard Boxes","2.3.1","OED","OccupancyCode","1151","Industrial, Heavy fabrication and assembly"
"SIC","OccType","2671","Packaging Paper And Plastics Film, Coated And Laminated","2.3.1","OED","OccupancyCode","1151","Industrial, Heavy fabrication and assembly"
"SIC","OccType","2672","Coated And Laminated Paper, Nec","2.3.1","OED","OccupancyCode","1151","Industrial, Heavy fabrication and assembly"
"SIC","OccType","2673","Bags: Plastic, Laminated, And Coated","2.3.1","OED","OccupancyCode","1151","Industrial, Heavy fabrication and assembly"
"SIC","OccType","2674","Bags: Uncoated Paper","2.3.1","OED","OccupancyCode","1151","Industrial, Heavy fabrication and assembly"
"SIC","OccType","2675","Die Cut Paper & Board","2.3.1","OED","OccupancyCode","1151","Industrial, Heavy fabrication and assembly"
"SIC","OccType","2676","Sanitary Paper Products","2.3.1","OED","OccupancyCode","1151","Industrial, Heavy fabrication and assembly"
"SIC","OccType","2677","Envelopes","2.3.1","OED","OccupancyCode","1151","Industrial, Heavy fabrication and assembly"
"SIC","OccType","2678","Stationery Products","2.3.1","OED","OccupancyCode","1151","Industrial, Heavy fabrication and assembly"
"SIC","OccType","2679","Converted Paper Products, Nec","2.3.1","OED","OccupancyCode","1151","Industrial, Heavy fabrication and assembly"
"SIC","OccType","2700","Printing And Publishing","2.3.1","OED","OccupancyCode","1152","Industrial, Light fabrication and assembly"
"SIC","OccType","271","Fur-Bearing Animals & Rabbits","2.3.1","OED","OccupancyCode","1351","Agriculture"
"SIC","OccType","2711","Newspapers","2.3.1","OED","OccupancyCode","1152","Industrial, Light fabrication and assembly"
"SIC","OccType","272","Horses & Other Equines","2.3.1","OED","OccupancyCode","1351","Agriculture"
"SIC","OccType","2721","Periodicals","2.3.1","OED","OccupancyCode","1152","Industrial, Light fabrication and assembly"
"SIC","OccType","273","Animal Aquaculture","2.3.1","OED","OccupancyCode","1351","Agriculture"
"SIC","OccType","2731","Book Publishing","2.3.1","OED","OccupancyCode","1152","Industrial, Light fabrication and assembly"
"SIC","OccType","2732","Book Printing","2.3.1","OED","OccupancyCode","1152","Industrial, Light fabrication and assembly"
"SIC","OccType","2741","Miscellaneous Publishing","2.3.1","OED","OccupancyCode","1152","Industrial, Light fabrication and assembly"
"SIC","OccType","2752","Commercial Printing, Lithographic","2.3.1","OED","OccupancyCode","1152","Industrial, Light fabrication and assembly"
"SIC","OccType","2753","Engraving & Plate Printing","2.3.1","OED","OccupancyCode","1152","Industrial, Light fabrication and assembly"
"SIC","OccType","2754","Commercial Printing, Gravure","2.3.1","OED","OccupancyCode","1152","Industrial, Light fabrication and assembly"
"SIC","OccType","2759","Commercial Printing, Nec","2.3.1","OED","OccupancyCode","1152","Industrial, Light fabrication and assembly"
"SIC","OccType","2761","Manifold Business Forms","2.3.1","OED","OccupancyCode","1152","Industrial, Light fabrication and assembly"
"SIC","OccType","2771","Greeting Card Publishing","2.3.1","OED","OccupancyCode","1152","Industrial, Light fabrication and assembly"
"SIC","OccType","2782","Blank Books & Looseleaf Binders","2.3.1","OED","OccupancyCode","1152","Industrial, Light fabrication and assembly"
"SIC","OccType","2789","Bookbinding & Related Work","2.3.1","OED","OccupancyCode","1152","Industrial, Light fabrication and assembly"
"SIC","OccType","279","Animal Specialties, Nec","2.3.1","OED","OccupancyCode","1351","Agriculture"
"SIC","OccType","2791","Typesetting","2.3.1","OED","OccupancyCode","1152","Industrial, Light fabrication and assembly"
"SIC","OccType","2796","Platemaking","2.3.1","OED","OccupancyCode","1152","Industrial, Light fabrication and assembly"
"SIC","OccType","2800","Chemical And Allied Products","2.3.1","OED","OccupancyCode","1154","Industrial, Chemical processing"
"SIC","OccType","2812","Alkalies & Chlorine","2.3.1","OED","OccupancyCode","1154","Industrial, Chemical processing"
"SIC","OccType","2813","Industrial Gases","2.3.1","OED","OccupancyCode","1154","Industrial, Chemical processing"
"SIC","OccType","2816","Inorganic Pigments","2.3.1","OED","OccupancyCode","1154","Industrial, Chemical processing"
"SIC","OccType","2819","Industrial Inorganic Chemical, Nec","2.3.1","OED","OccupancyCode","1154","Industrial, Chemical processing"
"SIC","OccType","2821","Plastics Material & Resins","2.3.1","OED","OccupancyCode","1154","Industrial, Chemical processing"
"SIC","OccType","2822","Synthetic Rubber","2.3.1","OED","OccupancyCode","1154","Industrial, Chemical processing"
"SIC","OccType","2823","Cellulosic Manmade Fibers","2.3.1","OED","OccupancyCode","1154","Industrial, Chemical processing"
"SIC","OccType","2824","Organic Fibers, Noncellulosic","2.3.1","OED","OccupancyCode","1154","Industrial, Chemical processing"
"SIC","OccType","2833","Medicinals & Botanicals","2.3.1","OED","OccupancyCode","1154","Industrial, Chemical processing"
"SIC","OccType","2834","Pharmaceutical Preparations","2.3.1","OED","OccupancyCode","1154","Industrial, Chemical processing"
"SIC","OccType","2835","Diagnostic Substances","2.3.1","OED","OccupancyCode","1154","Industrial, Chemical processing"
"SIC","OccType","2836","Biological Products, Except Diagnostic","2.3.1","OED","OccupancyCode","1154","Industrial, Chemical processing"
"SIC","OccType","2841","Soap & Other Detergents","2.3.1","OED","OccupancyCode","1154","Industrial, Chemical processing"
"SIC","OccType","2842","Polishes & Sanitation Goods","2.3.1","OED","OccupancyCode","1154","Industrial, Chemical processing"
"SIC","OccType","2843","Surface Active Agents","2.3.1","OED","OccupancyCode","1154","Industrial, Chemical processing"
"SIC","OccType","2844","Toilet Preparations","2.3.1","OED","OccupancyCode","1154","Industrial, Chemical processing"
"SIC","OccType","2851","Paints & Allied Products","2.3.1","OED","OccupancyCode","1154","Industrial, Chemical processing"
"SIC","OccType","2861","Gum & Wood Chemicals","2.3.1","OED","OccupancyCode","1154","Industrial, Chemical processing"
"SIC","OccType","2865","Cyclic Crudes & Intermediates","2.3.1","OED","OccupancyCode","1154","Industrial, Chemical processing"
"SIC","OccType","2869","Industrial Organic Chemicals, Nec","2.3.1","OED","OccupancyCode","1154","Industrial, Chemical processing"
"SIC","OccType","2873","Nitrogenous Fertilizers","2.3.1","OED","OccupancyCode","1154","Industrial, Chemical processing"
"SIC","OccType","2874","Phosphatic Fertilizers","2.3.1","OED","OccupancyCode","1154","Industrial, Chemical processing"
"SIC","OccType","2875","Fertilizers, Mixing Only","2.3.1","OED","OccupancyCode","1154","Industrial, Chemical processing"
"SIC","OccType","2879","Agricultural Chemicals, Nec","2.3.1","OED","OccupancyCode","1154","Industrial, Chemical processing"
"SIC","OccType","2891","Adhesives & Sealants","2.3.1","OED","OccupancyCode","1154","Industrial, Chemical processing"
"SIC","OccType","2892","Explosives","2.3.1","OED","OccupancyCode","1154","Industrial, Chemical processing"
"SIC","OccType","2893","Printing Ink","2.3.1","OED","OccupancyCode","1154","Industrial, Chemical processing"
"SIC","OccType","2895","Carbon Black","2.3.1","OED","OccupancyCode","1154","Industrial, Chemical processing"
"SIC","OccType","2899","Chemical Preparation, Nec","2.3.1","OED","OccupancyCode","1154","Industrial, Chemical processing"
"SIC","OccType","2900","Petroleum Refining","2.3.1","OED","OccupancyCode","1158","Industrial, Petroleum"
"SIC","OccType","291","General Farms, Primarily Animals","2.3.1","OED","OccupancyCode","1351","Agriculture"
"SIC","OccType","2911","Petroleum Refining","2.3.1","OED","OccupancyCode","1158","Industrial, Petroleum"
"SIC","OccType","2951","Asphalt Paving Mixtures And Blocks","2.3.1","OED","OccupancyCode","1158","Industrial, Petroleum"
"SIC","OccType","2952","Asphalt Felts & Coatings","2.3.1","OED","OccupancyCode","1158","Industrial, Petroleum"
"SIC","OccType","2992","Lubricating Oils And Greases","2.3.1","OED","OccupancyCode","1158","Industrial, Petroleum"
"SIC","OccType","2999","Petroleum & Coal Products, Nec","2.3.1","OED","OccupancyCode","1158","Industrial, Petroleum"
"SIC","OccType","3000","Rubber And Miscellaneous Plastics Products","2.3.1","OED","OccupancyCode","1151","Industrial, Heavy fabrication and assembly"
"SIC","OccType","3011","Tires & Inner Tubes","2.3.1","OED","OccupancyCode","1151","Industrial, Heavy fabrication and assembly"
"SIC","OccType","3021","Rubber & Plastics Footwear","2.3.1","OED","OccupancyCode","1151","Industrial, Heavy fabrication and assembly"
"SIC","OccType","3052","Rubber & Plastics Hose & Belting","2.3.1","OED","OccupancyCode","1151","Industrial, Heavy fabrication and assembly"
"SIC","OccType","3053","Gaskets, Packing & Sealing Devices","2.3.1","OED","OccupancyCode","1151","Industrial, Heavy fabrication and assembly"
"SIC","OccType","3061","Mechanical Rubber Goods","2.3.1","OED","OccupancyCode","1151","Industrial, Heavy fabrication and assembly"
"SIC","OccType","3069","Fabricated Rubber Products, Nec","2.3.1","OED","OccupancyCode","1151","Industrial, Heavy fabrication and assembly"
"SIC","OccType","3081","Unsupported Plastics Film And Sheet","2.3.1","OED","OccupancyCode","1151","Industrial, Heavy fabrication and assembly"
"SIC","OccType","3082","Unsupported Plastics Profile Shapes","2.3.1","OED","OccupancyCode","1151","Industrial, Heavy fabrication and assembly"
"SIC","OccType","3083","Laminated Plastics Plate And Sheet","2.3.1","OED","OccupancyCode","1151","Industrial, Heavy fabrication and assembly"
"SIC","OccType","3084","Pipe","2.3.1","OED","OccupancyCode","1151","Industrial, Heavy fabrication and assembly"
"SIC","OccType","3085","Bottles","2.3.1","OED","OccupancyCode","1151","Industrial, Heavy fabrication and assembly"
"SIC","OccType","3086","Plastics Foam Products","2.3.1","OED","OccupancyCode","1151","Industrial, Heavy fabrication and assembly"
"SIC","OccType","3087","Custom Compound Purchased Resins","2.3.1","OED","OccupancyCode","1151","Industrial, Heavy fabrication and assembly"
"SIC","OccType","3088","Plastics Plumbing Fixtures","2.3.1","OED","OccupancyCode","1151","Industrial, Heavy fabrication and assembly"
"SIC","OccType","3089","Plastics Products, Nec","2.3.1","OED","OccupancyCode","1151","Industrial, Heavy fabrication and assembly"
"SIC","OccType","3100","Leather And Leather Products","2.3.1","OED","OccupancyCode","1152","Industrial, Light fabrication and assembly"
"SIC","OccType","3111","Leather Tanning & Finishing","2.3.1","OED","OccupancyCode","1152","Industrial, Light fabrication and assembly"
"SIC","OccType","3131","Boot & Shoe Cut Stock & Findings","2.3.1","OED","OccupancyCode","1152","Industrial, Light fabrication and assembly"
"SIC","OccType","3142","House Slippers","2.3.1","OED","OccupancyCode","1152","Industrial, Light fabrication and assembly"
"SIC","OccType","3143","Men's Footwear, Except Athletic","2.3.1","OED","OccupancyCode","1152","Industrial, Light fabrication and assembly"
"SIC","OccType","3144","Women's Footwear, Except Athletic","2.3.1","OED","OccupancyCode","1152","Industrial, Light fabrication and assembly"
"SIC","OccType","3149","Footwear, Except Rubber, Nec","2.3.1","OED","OccupancyCode","1152","Industrial, Light fabrication and assembly"
"SIC","OccType","3151","Leather Gloves & Mittens","2.3.1","OED","OccupancyCode","1152","Industrial, Light fabrication and assembly"
"SIC","OccType","3161","Luggage","2.3.1","OED","OccupancyCode","1152","Industrial, Light fabrication and assembly"
"SIC","OccType","3171","Women's Handbags & Purses","2.3.1","OED","OccupancyCode","1152","Industrial, Light fabrication and assembly"
"SIC","OccType","3172","Personal Leather Goods, Nec","2.3.1","OED","OccupancyCode","1152","Industrial, Light fabrication and assembly"
"SIC","OccType","3199","Leather Goods, Nec","2.3.1","OED","OccupancyCode","1152","Industrial, Light fabrication and assembly"
"SIC","OccType","3200","Stone, Clay, And Glass Products","2.3.1","OED","OccupancyCode","1151","Industrial, Heavy fabrication and assembly"
"SIC","OccType","3211","Flat Glass","2.3.1","OED","OccupancyCode","1151","Industrial, Heavy fabrication and assembly"
"SIC","OccType","3221","Glass Containers","2.3.1","OED","OccupancyCode","1151","Industrial, Heavy fabrication and assembly"
"SIC","OccType","3229","Pressed & Blown Glass, Nec","2.3.1","OED","OccupancyCode","1151","Industrial, Heavy fabrication and assembly"
"SIC","OccType","3231","Products Of Purchased Glass","2.3.1","OED","OccupancyCode","1151","Industrial, Heavy fabrication and assembly"
"SIC","OccType","3241","Cement, Hydraulic","2.3.1","OED","OccupancyCode","1151","Industrial, Heavy fabrication and assembly"
"SIC","OccType","3251","Brick & Structural Clay Tile","2.3.1","OED","OccupancyCode","1151","Industrial, Heavy fabrication and assembly"
"SIC","OccType","3253","Ceramic Wall & Floor Tile","2.3.1","OED","OccupancyCode","1151","Industrial, Heavy fabrication and assembly"
"SIC","OccType","3255","Clay Refractories","2.3.1","OED","OccupancyCode","1151","Industrial, Heavy fabrication and assembly"
"SIC","OccType","3259","Structural Clay Products, Nec","2.3.1","OED","OccupancyCode","1151","Industrial, Heavy fabrication and assembly"
"SIC","OccType","3261","Vitreous Plumbing Fixtures","2.3.1","OED","OccupancyCode","1151","Industrial, Heavy fabrication and assembly"
"SIC","OccType","3262","Vitreous China Food Utensils","2.3.1","OED","OccupancyCode","1151","Industrial, Heavy fabrication and assembly"
"SIC","OccType","3263","Fine Earthenware Food Utensils","2.3.1","OED","OccupancyCode","1151","Industrial, Heavy fabrication and assembly"
"SIC","OccType","3264","Porcelain Electrical & Electronic Supplies","2.3.1","OED","OccupancyCode","1151","Industrial, Heavy fabrication and assembly"
"SIC","OccType","3269","Pottery Products, Nec","2.3.1","OED","OccupancyCode","1151","Industrial, Heavy fabrication and assembly"
"SIC","OccType","3271","Concrete Block & Brick","2.3.1","OED","OccupancyCode","1151","Industrial, Heavy fabrication and assembly"
"SIC","OccType","3272","Concrete Products, Nec","2.3.1","OED","OccupancyCode","1151","Industrial, Heavy fabrication and assembly"
"SIC","OccType","3273","Ready Mixed Concrete","2.3.1","OED","OccupancyCode","1151","Industrial, Heavy fabrication and assembly"
"SIC","OccType","3274","Lime","2.3.1","OED","OccupancyCode","1151","Industrial, Heavy fabrication and assembly"
"SIC","OccType","3275","Gypsum Products","2.3.1","OED","OccupancyCode","1151","Industrial, Heavy fabrication and assembly"
"SIC","OccType","3281","Cut Stone & Stone Products","2.3.1","OED","OccupancyCode","1151","Industrial, Heavy fabrication and assembly"
"SIC","OccType","3291","Abrasive Products","2.3.1","OED","OccupancyCode","1151","Industrial, Heavy fabrication and assembly"
"SIC","OccType","3292","Asbestos Products","2.3.1","OED","OccupancyCode","1151","Industrial, Heavy fabrication and assembly"
"SIC","OccType","3295","Minerals, Ground Or Treated","2.3.1","OED","OccupancyCode","1151","Industrial, Heavy fabrication and assembly"
"SIC","OccType","3296","Mineral Wool","2.3.1","OED","OccupancyCode","1151","Industrial, Heavy fabrication and assembly"
"SIC","OccType","3297","Nonclay Refractories","2.3.1","OED","OccupancyCode","1151","Industrial, Heavy fabrication and assembly"
"SIC","OccType","3299","Nonmetallic Mineral Products,","2.3.1","OED","OccupancyCode","1151","Industrial, Heavy fabrication and assembly"
"SIC","OccType","3300","Primary Metal Industries","2.3.1","OED","OccupancyCode","1155","Industrial, Metal and minerals processing"
"SIC","OccType","3312","Blast Furnaces & Steel Mills","2.3.1","OED","OccupancyCode","1155","Industrial, Metal and minerals processing"
"SIC","OccType","3313","Electrometallurgical Products","2.3.1","OED","OccupancyCode","1155","Industrial, Metal and minerals processing"
"SIC","OccType","3315","Steel Wire & Related Products","2.3.1","OED","OccupancyCode","1155","Industrial, Metal and minerals processing"
"SIC","OccType","3316","Cold Finishing Of Steel Shapes","2.3.1","OED","OccupancyCode","1155","Industrial, Metal and minerals processing"
"SIC","OccType","3317","Steel Pipe & Tubes","2.3.1","OED","OccupancyCode","1155","Industrial, Metal and minerals processing"
"SIC","OccType","3321","Gray And Ductile Iron Foundries","2.3.1","OED","OccupancyCode","1155","Industrial, Metal and minerals processing"
"SIC","OccType","3322","Malleable Iron Foundries","2.3.1","OED","OccupancyCode","1155","Industrial, Metal and minerals processing"
"SIC","OccType","3324","Steel Investment Foundries","2.3.1","OED","OccupancyCode","1155","Industrial, Metal and minerals processing"
"SIC","OccType","3325","Steel Foundries, Nec","2.3.1","OED","OccupancyCode","1155","Industrial, Metal and minerals processing"
"SIC","OccType","3331","Primary Copper","2.3.1","OED","OccupancyCode","1155","Industrial, Metal and minerals processing"
"SIC","OccType","3334","Primary Aluminum","2.3.1","OED","OccupancyCode","1155","Industrial, Metal and minerals processing"
"SIC","OccType","3339","Primary Nonferrous Metals, Nec","2.3.1","OED","OccupancyCode","1155","Industrial, Metal and minerals processing"
"SIC","OccType","3341","Secondary Nonferrous Metals","2.3.1","OED","OccupancyCode","1155","Industrial, Metal and minerals processing"
"SIC","OccType","3351","Copper Rolling & Drawing","2.3.1","OED","OccupancyCode","1155","Industrial, Metal and minerals processing"
"SIC","OccType","3353","Aluminum Sheet, Plate & Foil","2.3.1","OED","OccupancyCode","1155","Industrial, Metal and minerals processing"
"SIC","OccType","3354","Aluminum Extruded Products","2.3.1","OED","OccupancyCode","1155","Industrial, Metal and minerals processing"
"SIC","OccType","3355","Aluminum Rolling & Drawing, Nec","2.3.1","OED","OccupancyCode","1155","Industrial, Metal and minerals processing"
"SIC","OccType","3356","Nonferrous Rolling & Drawing, Nec","2.3.1","OED","OccupancyCode","1155","Industrial, Metal and minerals processing"
"SIC","OccType","3357","Nonferrous Wire Drawing & Insulating","2.3.1","OED","OccupancyCode","1155","Industrial, Metal and minerals processing"
"SIC","OccType","3363","Aluminum Die Castings","2.3.1","OED","OccupancyCode","1155","Industrial, Metal and minerals processing"
"SIC","OccType","3364","Nonferrous Die Casting, Except Aluminum","2.3.1","OED","OccupancyCode","1155","Industrial, Metal and minerals processing"
"SIC","OccType","3365","Aluminum Foundries","2.3.1","OED","OccupancyCode","1155","Industrial, Metal and minerals processing"
"SIC","OccType","3366","Copper Foundries","2.3.1","OED","OccupancyCode","1155","Industrial, Metal and minerals processing"
"SIC","OccType","3369","Copper Foundries, Except Aluminum And Copper, Nec","2.3.1","OED","OccupancyCode","1155","Industrial, Metal and minerals processing"
"SIC","OccType","3396","Metal Heat Treating","2.3.1","OED","OccupancyCode","1155","Industrial, Metal and minerals processing"
"SIC","OccType","3398","Metal Heat Treating","2.3.1","OED","OccupancyCode","1155","Industrial, Metal and minerals processing"
"SIC","OccType","3399","Primary Metal Products","2.3.1","OED","OccupancyCode","1155","Industrial, Metal and minerals processing"
"SIC","OccType","3400","Fabricated Metal Products","2.3.1","OED","OccupancyCode","1155","Industrial, Metal and minerals processing"
"SIC","OccType","3411","Metal Cans","2.3.1","OED","OccupancyCode","1155","Industrial, Metal and minerals processing"
"SIC","OccType","3412","Metal Barrels, Drums & Pails","2.3.1","OED","OccupancyCode","1155","Industrial, Metal and minerals processing"
"SIC","OccType","3421","Cutlery","2.3.1","OED","OccupancyCode","1155","Industrial, Metal and minerals processing"
"SIC","OccType","3423","Hand & Edge Tools, Nec","2.3.1","OED","OccupancyCode","1155","Industrial, Metal and minerals processing"
"SIC","OccType","3425","Hand Saws & Saw Blades","2.3.1","OED","OccupancyCode","1155","Industrial, Metal and minerals processing"
"SIC","OccType","3429","Hardware, Nec","2.3.1","OED","OccupancyCode","1155","Industrial, Metal and minerals processing"
"SIC","OccType","3431","Metal Sanitary Ware","2.3.1","OED","OccupancyCode","1155","Industrial, Metal and minerals processing"
"SIC","OccType","3432","Plumbing Fixture Fitting","2.3.1","OED","OccupancyCode","1155","Industrial, Metal and minerals processing"
"SIC","OccType","3433","Heating Equipment, Except Electric","2.3.1","OED","OccupancyCode","1155","Industrial, Metal and minerals processing"
"SIC","OccType","3441","Fabricated Structural Metal","2.3.1","OED","OccupancyCode","1155","Industrial, Metal and minerals processing"
"SIC","OccType","3442","Metal Doors, Sash &Trim","2.3.1","OED","OccupancyCode","1155","Industrial, Metal and minerals processing"
"SIC","OccType","3443","Fabricated Plate Work","2.3.1","OED","OccupancyCode","1155","Industrial, Metal and minerals processing"
"SIC","OccType","3444","Sheet Metal Work","2.3.1","OED","OccupancyCode","1155","Industrial, Metal and minerals processing"
"SIC","OccType","3446","Architectural Metal Work","2.3.1","OED","OccupancyCode","1155","Industrial, Metal and minerals processing"
"SIC","OccType","3448","Prefabricated Metal Buildings","2.3.1","OED","OccupancyCode","1155","Industrial, Metal and minerals processing"
"SIC","OccType","3449","Miscellaneous Metal Work","2.3.1","OED","OccupancyCode","1155","Industrial, Metal and minerals processing"
"SIC","OccType","3451","Screw Machine Products","2.3.1","OED","OccupancyCode","1155","Industrial, Metal and minerals processing"
"SIC","OccType","3452","Bolts, Nuts, Rivets & Washers","2.3.1","OED","OccupancyCode","1155","Industrial, Metal and minerals processing"
"SIC","OccType","3462","Iron & Steel Forgings","2.3.1","OED","OccupancyCode","1155","Industrial, Metal and minerals processing"
"SIC","OccType","3463","Nonferrous Forgings","2.3.1","OED","OccupancyCode","1155","Industrial, Metal and minerals processing"
"SIC","OccType","3465","Automotive Stamping","2.3.1","OED","OccupancyCode","1155","Industrial, Metal and minerals processing"
"SIC","OccType","3466","Crowns & Closures","2.3.1","OED","OccupancyCode","1155","Industrial, Metal and minerals processing"
"SIC","OccType","3469","Metal Stampings, Nec","2.3.1","OED","OccupancyCode","1155","Industrial, Metal and minerals processing"
"SIC","OccType","3471","Plating & Polishing","2.3.1","OED","OccupancyCode","1155","Industrial, Metal and minerals processing"
"SIC","OccType","3479","Metal Coating & Allied Services","2.3.1","OED","OccupancyCode","1155","Industrial, Metal and minerals processing"
