File Name,Input Field Name,Type & Description,Required Field,Data Type,Allow blanks?,Default,Valid value range,SecMod?,BackEndTableName,Back End DB Field Name
Loc,GeogScheme3,"Geography scheme: Descriptor of the geography scheme used in relation to the geography name in the corresponding GeogName field (e.g. PC4). User can specify values in addition to those listed in the GeogScheme values list, but user defined scheme values must start with 'X'.",O,varchar(5),YES,n/a,,,Locations,
Loc,GeogName3,"Geography name: Descriptor of the geographical area, using the scheme referenced in the corresponding GeogScheme field (e.g. SO31)",O,nvarchar(50),YES,n/a,,,Locations,
Loc,GeogScheme4,"Geography scheme: Descriptor of the geography scheme used in relation to the geography name in the corresponding GeogName field (e.g. PC4). User can specify values in addition to those listed in the GeogScheme values list, but user defined scheme values must start with 'X'.",O,varchar(5),YES,n/a,,,Locations,
Loc,GeogName4,"Geography name: Descriptor of the geographical area, using the scheme referenced in the corresponding GeogScheme field (e.g. SO31)",O,nvarchar(50),YES,n/a,,,Locations,
Loc,GeogScheme5,"Geography scheme: Descriptor of the geography scheme used in relation to the geography name in the corresponding GeogName field (e.g. PC4). User can specify values in addition to those listed in the GeogScheme values list, but user defined scheme values must start with 'X'.",O,varchar(5),YES,n/a,,,Locations,
Loc,GeogName5,"Geography name: Descriptor of the geographical area, using the scheme referenced in the corresponding GeogScheme field (e.g. SO31)",O,nvarchar(50),YES,n/a,,,Locations,
Loc,AddressMatch,Address match from geocoder: indicating the resolution that the latitude / longitude represents,O,tinyint,YES,0,,,Locations,
Loc,GeocodeQuality,Geocode quality (values between 0 and 1 e.g. 80% is entered as 0.8),O,float,YES,n/a,"[0,1]",,Locations,
Loc,Geocoder,Company name / version of geocoder. Free text field.,O,varchar(20),YES,n/a,,,Locations,
Loc,OrgOccupancyScheme,Original occupancy scheme,O,varchar(10),YES,n/a,,,Locations,
Loc,OrgOccupancyCode,Original occupancy code,O,varchar(100),YES,n/a,,,Locations,
Loc,OrgConstructionScheme,Original construction scheme,O,varchar(10),YES,n/a,,,Locations,
Loc,OrgConstructionCode,Original construction code,O,varchar(100),YES,n/a,,,Locations,
Loc,OccupancyCode,OED occupancy code,O,int,YES,1000,,,Locations,
Loc,ConstructionCode,OED construction code,O,int,YES,5000,,,Locations,
Loc,YearBuilt,Year built (4 digit year),O,smallint,YES,0,,,Locations,
Loc,NumberOfStoreys,Number of storeys,O,tinyint,YES,0,,,Locations,
Loc,NumberOfBuildings,Number of buildings,O,int,YES,1,"[1,)",,Locations,
Loc,FloorArea,Floor area: the total area across all floors,O,float,YES,0,"[0,)",,Locations,
Loc,FloorAreaUnit,Units in which FloorArea is specified,O,tinyint,YES,11,,,Locations,
Loc,LocUserDef1,Location user defined field 1,O,varchar(20),YES,n/a,,,Locations,
Loc,LocUserDef2,Location user defined field 2,O,varchar(20),YES,n/a,,,Locations,
Loc,LocUserDef3,Location user defined field 3,O,varchar(20),YES,n/a,,,Locations,
Loc,LocUserDef4,Location user defined field 4,O,varchar(20),YES,n/a,,,Locations,
Loc,LocUserDef5,Location user defined field 5,O,varchar(20),YES,n/a,,,Locations,
Loc,FlexiLocZZZ,Flexible field that is stored in FlexiLoc table in ModifierName = ZZZ,O,varchar(40),YES,n/a,,,FlexiLoc,ModifierName = ZZZ
Loc,LocPerilsCovered,Location perils covered,R,varchar(250),NO,n/a,,,Locations,PerilsCovered
Loc,BuildingTIV,Building Total Insured Value,R,float,NO,n/a,"[0,)",,Locations,
Loc,OtherTIV,"Other Building Insured Value (primarily aimed at specific US policies). For motor exposures, use this field for TIV along with appropriate motor construction code.",R,float,NO,n/a,"[0,)",,Locations,
Loc,ContentsTIV,Contents Total Insured Value,R,float,NO,n/a,"[0,)",,Locations,
Loc,BITIV,Business Interruption (BI) Total Insured Value,R,float,NO,n/a,"[0,)",,Locations,
Loc,BIPOI,"BI period of indemnity (in days, in increments of 0.5 days). Default value = 365 (1 year).",O,float,YES,365,"[0,3650]",,Locations,
Loc,LocCurrency,Location currency,R,char(3),NO,n/a,,,Locations,Currency
Loc,LocGrossPremium,Gross premium amount at location level,O,float,YES,0,"[0,)",,Locations,GrossPremium
Loc,LocTax,Insurance tax amount at location level,O,float,YES,0,"[0,)",,Locations,Tax
Loc,LocBrokerage,Brokerage amount at location level,O,float,YES,0,"[0,)",,Locations,Brokerage
Loc,LocNetPremium,Net premium at location level,O,float,YES,0,"[0,)",,Locations,NetPremium
Loc,NonCatGroundUpLoss,Ground-Up non-cat loss value prior to the application of non-cat policy terms,O,float,YES,0,"[0,)",,Locations,
Loc,LocParticipation,Percentage of risk that the insurer covers for this location. Values between 0 to 1 (e.g. 12% enterd as 0.12). Usually used in binders or offshore.,O,float,YES,1,"[0,1]",,Locations,Participation
Loc,PayoutBasis,Pay-out basis for the claim (whether depreciation is taken into account). ACV = RCV - depreciation.,O,tinyint,YES,0,,,Locations,
Loc,ReinsTag,User defined reinsurance tag to provide a further option for specifying reinsurance scope,O,varchar(20),YES,n/a,,,Locations,
Loc,CondNumber,Condition Number to be able to link to relevant special condition (numbers only). Matches with CondNumber in Acc file.,CR,int,YES,n/a,"[1,)",,LocCond,CondID from ConditionsCondNumber
Loc,LocDedCode1Building,Location building deductible code,O,tinyint,YES,0,,,LocationFinancials,DedCode
Loc,LocDedType1Building,Location building deductible type,CR,tinyint,YES,0,,,LocationFinancials,DedType
Loc,LocDed1Building,Location building deductible,CR,float,YES,0,"[0,)",,LocationFinancials,Ded
Loc,LocMinDed1Building,Location minimum building deductible,CR,float,YES,0,"[0,)",,LocationFinancials,MinDed
Loc,LocMaxDed1Building,Location maximum building deductible,CR,float,YES,0,"[0,)",,LocationFinancials,MaxDed
Loc,LocDedCode2Other,Location other building deductible code,O,tinyint,YES,0,,,LocationFinancials,DedCode
Loc,LocDedType2Other,Location other building deductible type,CR,tinyint,YES,0,,,LocationFinancials,DedType
Loc,LocDed2Other,Location other building deductible,CR,float,YES,0,"[0,)",,LocationFinancials,Ded
Loc,LocMinDed2Other,Location minimum other building deductible,CR,float,YES,0,"[0,)",,LocationFinancials,MinDed
Loc,LocMaxDed2Other,Location maximum other building deductible,CR,float,YES,0,"[0,)",,LocationFinancials,MaxDed
Loc,LocDedCode3Contents,Location contents deductible code,O,tinyint,YES,0,,,LocationFinancials,DedCode
Loc,LocDedType3Contents,Location contents deductible type,CR,tinyint,YES,0,,,LocationFinancials,DedType
Loc,LocDed3Contents,Location contents deductible,CR,float,YES,0,"[0,)",,LocationFinancials,Ded
Loc,LocMinDed3Contents,Location minimum contents deductible,CR,float,YES,0,"[0,)",,LocationFinancials,MinDed
Loc,LocMaxDed3Contents,Location maximum contents deductible,CR,float,YES,0,"[0,)",,LocationFinancials,MaxDed
Loc,LocDedCode4BI,Location BI Deductible Code,O,tinyint,YES,0,,,LocationFinancials,DedCode
Loc,LocDedType4BI,Location BI Deductible Type,CR,tinyint,YES,0,,,LocationFinancials,DedType
Loc,LocDed4BI,Location BI deductible,CR,float,YES,0,"[0,)",,LocationFinancials,Ded
Loc,LocMinDed4BI,Location minimum bi deductible,CR,float,YES,0,"[0,)",,LocationFinancials,MinDed
Loc,LocMaxDed4BI,Location maximum bi deductible,CR,float,YES,0,"[0,)",,LocationFinancials,MaxDed
Loc,LocDedCode5PD,Location PD deductible code,O,tinyint,YES,0,,,LocationFinancials,DedCode
Loc,LocDedType5PD,Location PD deductible type,CR,tinyint,YES,0,,,LocationFinancials,DedType
Loc,LocDed5PD,Location PD deductible,CR,float,YES,0,"[0,)",,LocationFinancials,Ded
Loc,LocMinDed5PD,Location minimum PD deductible,CR,float,YES,0,"[0,)",,LocationFinancials,MinDed
Loc,LocMaxDed5PD,Location maximum PD deductible,CR,float,YES,0,"[0,)",,LocationFinancials,MaxDed
Loc,LocDedCode6All,Location blanket deductible code,O,tinyint,YES,0,,,LocationFinancials,DedCode
Loc,LocDedType6All,Location blanket deductible type,CR,tinyint,YES,0,,,LocationFinancials,DedType
Loc,LocDed6All,Location site deductible,CR,float,YES,0,"[0,)",,LocationFinancials,Ded
Loc,LocMinDed6All,Location minimum blanket deductible,CR,float,YES,0,"[0,)",,LocationFinancials,MinDed
Loc,LocMaxDed6All,Location maximum blanket deductible,CR,float,YES,0,"[0,)",,LocationFinancials,MaxDed
Loc,LocLimitCode1Building,Location building limit code,O,tinyint,YES,0,,,LocationFinancials,LimitCode
Loc,LocLimitType1Building,Location building limit type,CR,tinyint,YES,0,,,LocationFinancials,LimitType
Loc,LocLimit1Building,Location building limit,CR,float,YES,0,"[0,)",,LocationFinancials,Limit
Loc,LocLimitCode2Other,Location other building limit code,O,tinyint,YES,0,,,LocationFinancials,LimitCode
Loc,LocLimitType2Other,Location other building limit type,CR,tinyint,YES,0,,,LocationFinancials,LimitType
Loc,LocLimit2Other,Location other building limit,CR,float,YES,0,"[0,)",,LocationFinancials,Limit
Loc,LocLimitCode3Contents,Location contents limit code,O,tinyint,YES,0,,,LocationFinancials,LimitCode
Loc,LocLimitType3Contents,Location contents limit type,CR,tinyint,YES,0,,,LocationFinancials,LimitType
Loc,LocLimit3Contents,Location contents limit,CR,float,YES,0,"[0,)",,LocationFinancials,Limit
Loc,LocLimitCode4BI,Location BI limit code,O,tinyint,YES,0,,,LocationFinancials,LimitCode
Loc,LocLimitType4BI,Location BI limit type,CR,tinyint,YES,0,,,LocationFinancials,LimitType
Loc,LocLimit4BI,Location BI limit,CR,float,YES,0,"[0,)",,LocationFinancials,Limit
Loc,LocLimitCode5PD,Location PD limit code,O,tinyint,YES,0,,,LocationFinancials,LimitCode
Loc,LocLimitType5PD,Location PD limit type,CR,tinyint,YES,0,,,LocationFinancials,LimitType
Loc,LocLimit5PD,Location PD limit,CR,float,YES,0,"[0,)",,LocationFinancials,Limit
Loc,LocLimitCode6All,Location site limit code,O,tinyint,YES,0,,,LocationFinancials,LimitCode
Loc,LocLimitType6All,Location site limit type,CR,tinyint,YES,0,,,LocationFinancials,LimitType
Loc,LocLimit6All,Location site limit,CR,float,YES,0,"[0,)",,LocationFinancials,Limit
Loc,BIWaitingPeriod,BI waiting period (in days),O,smallint,YES,0,,,LocationFinancials,
Loc,LocPeril,Perils for location financial terms,CR,varchar(250),YES,n/a,,,LocationFinancials,PerilCode
Loc,YearUpgraded,Year the building was upgraded (4 digit year),O,smallint,YES,0,,1,LocationDetails,
Loc,SurgeLeakage,Storm leakage percentage (0% to 100%) for Wind only policies,O,float,YES,-999,"[-999], [0,1]",1,LocationDetails,
Loc,SprinklerType,Sprinkler type,O,tinyint,YES,0,,1,LocationDetails,
Loc,PercentSprinklered,Percent sprinklered. Values between 0 and 1 inclusive (0.5 = 50%); -999 is unknown,O,float,YES,-999,"[-999], [0,1]",1,LocationDetails,
Loc,RoofCover,Code that represents the material used to cover the roof,O,tinyint,YES,0,,1,LocationDetails,
Loc,RoofYearBuilt,Year the roof was last replaced (4 digit year),O,smallint,YES,0,,1,LocationDetails,
Loc,RoofGeometry,Code that represents the shape of the roof,O,tinyint,YES,0,,1,LocationDetails,
Loc,RoofEquipment,captures if mechanical or electric equipment is braced on the roof and the impact this modifier will have on the losses.,O,tinyint,YES,0,,1,LocationDetails,
Loc,RoofFrame,Roof framing material,O,tinyint,YES,0,,1,LocationDetails,
Loc,RoofMaintenance,Captures the impact roof maintenance has on the losses,O,tinyint,YES,0,,1,LocationDetails,
Loc,BuildingCondition,Building condition,O,tinyint,YES,0,,1,LocationDetails,
Loc,RoofAttachedStructures,"Code that identifies items mounted on the roof, such as A/C units, skylights, or dormers",O,tinyint,YES,0,,1,LocationDetails,
Loc,RoofDeck,Code that represents the materials used to construct the roof deck,O,tinyint,YES,0,,1,LocationDetails,
Loc,RoofPitch,Code that represents the slope of the roof,O,tinyint,YES,0,,1,LocationDetails,
Loc,RoofAnchorage,Code that represents the connections used to secure the roof support system to the walls,O,tinyint,YES,0,,1,LocationDetails,
Loc,RoofDeckAttachment,Code that represents the connections used to secure the roof deck to the underlying roof support system,O,tinyint,YES,0,,1,LocationDetails,
Loc,RoofCoverAttachment,Code that represents the connections used to secure the roof covering to the roof deck,O,tinyint,YES,0,,1,LocationDetails,
Loc,GlassType,Code that represents the type of glass used in the building,O,tinyint,YES,0,,1,LocationDetails,
Loc,LatticeType,Code that represents the type of web used for H-shaped steel,O,tinyint,YES,0,,1,LocationDetails,
Loc,FloodZone,Flood zone. Free text field.,O,varchar(20),YES,n/a,,1,LocationDetails,
Loc,SoftStory,Code that indicates if there is structural weakness at any floor.  First floor garages and taller first floors are likely to exhibit soft-story behaviour.,O,tinyint,YES,0,,1,LocationDetails,
Loc,Basement,Code that defines if there is a basement and if so whether it is finished or unfinished,O,tinyint,YES,0,,1,LocationDetails,
Loc,BasementLevelCount,"Indicates the number of basement levels in a structure (supports up to 5 levels; for more than 5, enter 5).",O,tinyint,YES,0,,1,LocationDetails,
Loc,WindowProtection,Code that represents the wind protection systems used on the windows,O,tinyint,YES,0,,1,LocationDetails,
Loc,FoundationType,Code that represents the construction type of the building's foundation,O,tinyint,YES,0,,1,LocationDetails,
Loc,WallAttachedStructure," 
Code that represents a structure that is physically attached to the building, such as garage or balcony",O,tinyint,YES,0,,1,LocationDetails,
Loc,AppurtenantStructure," 
Code for the appurtenant building, such as shed or detached garage",O,tinyint,YES,0,,1,LocationDetails,
Loc,ConstructionQuality,Construction quality,O,tinyint,YES,0,,1,LocationDetails,
Loc,GroundEquipment,Captures whether mechanical or electrical equipment are present on the ground level of a building and impact it has on losses,O,tinyint,YES,0,,1,LocationDetails,
Loc,EquipmentBracing,Identifies where mechanical or electrical equipment is held in place by bracing,O,tinyint,YES,0,,1,LocationDetails,
Loc,Flashing,Refers to the impact the quality of the flashing or coping on a roof has on losses,O,tinyint,YES,0,,1,LocationDetails,
Loc,BuildingShape,Code that represents the shape of the building,O,tinyint,YES,0,,1,LocationDetails,
Loc,ShapeIrregularity,"Identifies vertical irregularities, overhangs and setbacks in the building design",O,tinyint,YES,0,,1,LocationDetails,
Loc,Pounding,"Code that represents the distance to the closest structure, which if not adequate, can cause the two structures to collide during earthquake shaking",O,tinyint,YES,0,,1,LocationDetails,
Loc,Ornamentation,Code that represents the amount of decorative elements attached to the exterior of a building,O,tinyint,YES,0,,1,LocationDetails,
Loc,SpecialEQConstruction,Presence of a seismic base isolation system,O,tinyint,YES,0,,1,LocationDetails,
Loc,Retrofit,Presence of retro fit connectivity between walls and floor for retro fit buildings,O,tinyint,YES,0,,1,LocationDetails,
Loc,CrippleWall,Presence of cripple walls on the first floor or frame buildings,O,tinyint,YES,0,,1,LocationDetails,
Loc,FoundationConnection,Connection of frame to foundation with or without bolts,O,tinyint,YES,0,,1,LocationDetails,
Loc,ShortColumn,Code that indicates if there are short columns in the building,O,tinyint,YES,0,,1,LocationDetails,
Loc,Fatigue,Captures signs of damage from prior earthquakes,O,tinyint,YES,0,,1,LocationDetails,
Loc,Cladding,The presence and material of exterior building cladding,O,tinyint,YES,0,,1,LocationDetails,
Loc,BIPreparedness,BI preparedness,O,tinyint,YES,0,,1,LocationDetails,
Loc,BIRedundancy,BI redundancy,O,tinyint,YES,0,,1,LocationDetails,
Loc,FirstFloorHeight,Height of the lowest floor (above ground) of the building with respect to local ground elevation (NOT relative to datum). First floor in the US is identical to ground floor in Europe.,O,float,YES,-999,"[-999], [0,1]",1,LocationDetails,
Loc,FirstFloorHeightUnit,Code for the unit of measure used to express FirstFloorHeight,O,tinyint,YES,1,,1,LocationDetails,
Loc,Datum,Datum reference for the elevation fields (e.g. NAVD88; WGS84),O,varchar(20),YES,n/a,,1,LocationDetails,
Loc,GroundElevation,Flood or Windstorm - Elevation of the local ground surface at the building at this location. This field represents the elevation of the grade (local ground surface) with respect to the datum (e.g. NAVD88).,O,float,YES,-999,"[-999], [0,1]",1,LocationDetails,
Loc,GroundElevationUnit,Code for the unit of measure used to express the GroundElevation,O,tinyint,YES,1,,1,LocationDetails,
Loc,Tank,Code that indicates if there are rooftop tanks on the adjoining higher buildings,O,tinyint,YES,0,,1,LocationDetails,
Loc,Redundancy,"Indicates whether there are multiple lateral load resisting elements, such as frames or shear walls",O,tinyint,YES,0,,1,LocationDetails,
Loc,InternalPartition,Interior wall partitions or chimneys made from URM,O,tinyint,YES,0,,1,LocationDetails,
Loc,ExternalDoors,"Wind resistant doors, doors with a certain rating of hurricane protection",O,tinyint,YES,0,,1,LocationDetails,
Loc,Torsion,Code that represents the layout of structural elements that can lead to torsional loads,O,tinyint,YES,0,,1,LocationDetails,
Loc,MechanicalEquipmentSide,Mechanical or electrical equipment at the side,O,tinyint,YES,0,,1,LocationDetails,
Loc,ContentsWindVuln,Contents relative vulnerability to windstorm or tornado,O,tinyint,YES,0,,1,LocationDetails,
Loc,ContentsFloodVuln,Contents relative vulnerability to flood,O,tinyint,YES,0,,1,LocationDetails,
Loc,ContentsQuakeVuln,Contents relative vulnerability to earthquake,O,tinyint,YES,0,,1,LocationDetails,
Loc,SmallDebris,Code that identifies whether small debris are present within 200 meters of the structure,O,tinyint,YES,0,,1,LocationDetails,
Loc,FloorsOccupied,"Number of floors in the building that are occupied (separated by semi-colons). Each floor occupied is separated by a semi-colon. Ranges are not accepted. 0 = ground floor, -1 = first level of basement, -2 = second level of basement; 1 = first floor, 2 = second floor, etc.",O,varchar(255),YES,n/a,,1,LocationDetails,
Loc,FloodDefenseHeight,Height of any site specific flood defenses protecting the property with respect to local ground elevation (NOT to datum).,O,float,YES,-999,"[-999], [0,1]",1,LocationDetails,
Loc,FloodDefenseHeightUnit,Code for the unit of measure used to express the FloodDefenseHeight,O,tinyint,YES,1,,1,LocationDetails,
Loc,FloodDebrisResilience,Shows if building is vulnerable to floating debris,O,tinyint,YES,0,,1,LocationDetails,
Loc,BaseFloodElevation,Water surface elevation (relative to datum - this is NOT a flood depth) corresponding to a flood having a 1% probability of being equaled or exceeded in a given year. A value of -999 for this field represents unknown/default.,O,float,YES,-999,"[-999], [0,1]",1,LocationDetails,
Loc,BaseFloodElevationUnit,Code for the unit of measure used to express the BaseFloodElevation,O,tinyint,YES,1,,1,LocationDetails,
Loc,BuildingHeight,Total height of the structure,O,float,YES,-999,"[-999], [0,1]",1,LocationDetails,
Loc,BuildingHeightUnit,Units of the BuildingHeight,O,tinyint,YES,1,,1,LocationDetails,
Loc,BuildingValuation,Field for third party valuation data,O,varchar(20),YES,n/a,,1,LocationDetails,
Loc,TreeExposure,Secondary modifier coding density of trees adjacent to structure,O,tinyint,YES,0,,1,LocationDetails,
Loc,Chimney,"Code that indicates if the structure has a chimney and, if so, the height of the chimney",O,tinyint,YES,0,,1,LocationDetails,
Loc,BuildingType,"Building type (e.g. detached, terraced, etc)",O,tinyint,YES,0,,1,LocationDetails,
Loc,Packaging,Describes the susceptibility of the packaging of a risk to the peril,O,tinyint,YES,0,,1,LocationDetails,
Loc,Protection,Describes the level of protection from the specific peril,O,tinyint,YES,0,,1,LocationDetails,
Loc,SalvageProtection,The salvage potential of a particular product,O,tinyint,YES,0,,1,LocationDetails,
Loc,ValuablesStorage,Where the specie element is stored,O,tinyint,YES,0,,1,LocationDetails,
Loc,DaysHeld,Number of days cargo is kept at port or the duration of an exhibition. Values between 0 to 1825 (up to 5 years). Default = 365.,O,smallint,YES,"0,1825","[0,1825]",1,LocationDetails,
Loc,BrickVeneer,Code that represents the percentage of external walls that consist of brick veneer.,O,tinyint,YES,0,,1,LocationDetails,
Loc,FEMACompliance,Indicates whether the building is in compliance with the FEMA flood zone requirements in both design and construction,O,tinyint,YES,0,,1,LocationDetails,
Loc,CustomFloodSOP,"Standard of flood protection return period; values from 0-10,000",O,tinyint,YES,0,,1,LocationDetails,
Loc,CustomFloodZone,User-defined flood zone,O,varchar(20),YES,n/a,,1,LocationDetails,
Loc,MultiStoryHall,Code that indicates if the building has a multi-story hall,O,tinyint,YES,0,,1,LocationDetails,
Loc,BuildingExteriorOpening,Code that represents the percentage of exterior walls that are open (i.e. have windows or doors),O,tinyint,YES,0,,1,LocationDetails,
Loc,ServiceEquipmentProtection,Code that indicates whether the service equipment is protected from flood,O,tinyint,YES,0,,1,LocationDetails,
Loc,TallOneStory,"The height of the taller than usual one-story building (e.g. gymnasium, auditorium, church, etc.)",O,tinyint,YES,0,,1,LocationDetails,
Loc,TerrainRoughness,Terrain conditions around the building.,O,tinyint,YES,0,,1,LocationDetails,
Loc,NumberOfEmployees,Number of employees,O,int,YES,n/a,"[1,)",,WorkersComp,
Loc,Payroll,Total payroll,O,int,YES,n/a,"[1,)",,WorkersComp,
ReinsInfo,ReinsNumber,Reinsurance number,R,int,NO,n/a,"[1,)",,ReinsuranceInfo,
ReinsInfo,ReinsName,Reinsurance name,O,varchar(30),YES,n/a,,,ReinsuranceInfo,
ReinsInfo,ReinsLayerNumber,Reinsurance layer for information / ordering purposes,O,int,YES,n/a,"[1,)",,ReinsuranceInfo,
ReinsInfo,ReinsPeril,Perils for reinsurance financial terms,R,varchar(250),NO,n/a,,,ReinsuranceInfo,PerilCode
ReinsInfo,ReinsInceptionDate,Reinsurance inception date - in ISO 8601 format: YYYY-MM-DD,O,smalldatetime,YES,n/a,,,ReinsuranceInfo,
ReinsInfo,ReinsExpiryDate,Reinsurance expiry date - in ISO 8601 format: YYYY-MM-DD,O,smalldatetime,YES,n/a,,,ReinsuranceInfo,
ReinsInfo,CededPercent,Reinsurance ceded percentage. Used mainly in surplus treaties. Applies before other reinsurance terms. Values between 0 to 1 (e.g. 12% entered as 0.12),O,float,YES,1,"[0,1]",,ReinsuranceInfo,
ReinsInfo,RiskLimit,Reinsurance per-risk limit,O,float,YES,0,"[0,)",,ReinsuranceInfo,
ReinsInfo,RiskAttachment,Reinsurance per-risk attachment point,O,float,YES,0,"[0,)",,ReinsuranceInfo,
ReinsInfo,OccLimit,Reinsurance occurrence limit,O,float,YES,0,"[0,)",,ReinsuranceInfo,
ReinsInfo,OccAttachment,Reinsurance per occurrence attachment,O,float,YES,0,"[0,)",,ReinsuranceInfo,
ReinsInfo,OccFranchiseDed,Reinsurance franchise deductible,O,float,YES,0,"[0,)",,ReinsuranceInfo,
ReinsInfo,OccReverseFranchise,"Reinsurance reverse franchise - a value of loss that, if exceeded, results in no payment being made for this event from the reinsurer to insurer.",O,float,YES,0,"[0,)",,ReinsuranceInfo,
ReinsInfo,AggLimit,Maximum amount payable under this treaty during the AggPeriod,O,float,YES,0,"[0,)",,ReinsuranceInfo,
ReinsInfo,AggAttachment,The aggregate monetary amount during a given AggPeriod that the resinured retains under this treaty,O,float,YES,0,"[0,)",,ReinsuranceInfo,
ReinsInfo,AggPeriod,Aggregate period associated with the aggregate limits and attachments (in days). Default value = 365 (1 year),O,float,YES,365,"[0,3650]",,ReinsuranceInfo,
ReinsInfo,PlacedPercent,Percentage of the limit that has been placed in the reinsurance market. The main percentage used for reinsurance treaties other than surplus. Applies after other reinsurance terms. Values between 0 to 1 (e.g. 12% entered as 0.12),R,float,NO,n/a,"[0,1]",,ReinsuranceInfo,
ReinsInfo,ReinsCurrency,Reinsurance currency,R,char(3),NO,n/a,,,ReinsuranceInfo,Currency
ReinsInfo,InuringPriority,Reinsurance inuring priority capturing the order in which reinsurance contracts apply. Treaties with lower number inuring priorities apply first.,R,tinyint,NO,n/a,,,ReinsuranceInfo,
ReinsInfo,ReinsType,Type of reinsurance contract,R,varchar(3),NO,n/a,,,ReinsuranceInfo,
ReinsInfo,AttachmentBasis,Reinsurance attachment basis,O,char(2),YES,('LO'),,,ReinsuranceInfo,
ReinsInfo,Reinstatement,Number of reinstatements,O,tinyint,YES,n/a,,,ReinsuranceInfo,
ReinsInfo,ReinstatementCharge,"Reinstatement charge as %; semi-colon separated if different for each reinstatement (e.g. 1-free, 2-50%, 3-100% should be entered as: 0;0.5;1). If all reinstatements are the same, then just one number is sufficient (e.g. 3 reinstatements at 100% should be entered as 1)",O,varchar(50),YES,n/a,,,ReinsuranceInfo,
ReinsInfo,ReinsPremium,Reinsurance premium,O,float,YES,0,"[0,)",,ReinsuranceInfo,
ReinsInfo,DeemedPercentPlaced,"Deemed percent placed, used to represent notional contracts or any part of the contract being notional. For fully notional contracts, enter 1 (i.e. 100%). For partially placed contracts, enter any value between 0 and 1. For real contracts, enter 0.",O,float,YES,0,"[0,1]",,ReinsuranceInfo,
ReinsInfo,ReinsFXrate,Reinsurance exchange rate (as the contractual reinsurance rate can be different from the actual exchange rates used for policies and locations),O,float,YES,1,"[0,)",,ReinsuranceInfo,
ReinsInfo,TreatyShare,The percentage of a treaty that a given reinsurer may write. Values between 0 to 1 (e.g. 12% entered as 0.12).,O,float,YES,1,"[0,1]",,ReinsuranceInfo,
ReinsInfo,UseReinsDates,A flag to indicate if reinsurance contract dates or  policy inception / expiry dates are to be considered when calculating losses (Y) or ignored (N).,O,char(1),YES,N,,,ReinsuranceInfo,
ReinsScope,ReinsNumber,Reinsurance number to link with ReinsInfo file,R,int,NO,n/a,"[1,)",,ReinsuranceScope,
ReinsScope,PortNumber,Portfolio number: used for defining treaty scope in the reinsurance scope file,CR,varchar(20),YES,n/a,,,ReinsuranceScope,
ReinsScope,AccNumber,Account number:  used for defining treaty scope in the reinsurance scope file,CR,nvarchar(40),YES,n/a,,,ReinsuranceScope,
ReinsScope,PolNumber,Policy number:  used for defining treaty scope in the reinsurance scope file,CR,varchar(20),YES,n/a,,,ReinsuranceScope,
ReinsScope,LocGroup,Location group name:  used for defining treaty scope in the reinsurance scope file,CR,nvarchar(20),YES,n/a,,,ReinsLoc; ReinsuranceScope,
ReinsScope,LocNumber,Location number:  used for defining treaty scope in the reinsurance scope file,CR,nvarchar(20),YES,n/a,,,ReinsuranceScope,
ReinsScope,CedantName,Cedant name:  used for defining treaty scope in the reinsurance scope file,CR,varchar(40),YES,n/a,,,ReinsuranceScope,
ReinsScope,ProducerName,Producer name:  used for defining treaty scope in the reinsurance scope file,CR,varchar(40),YES,n/a,,,ReinsuranceScope,
ReinsScope,LOB,Line of business:  used for defining treaty scope in the reinsurance scope file,CR,varchar(20),YES,n/a,,,ReinsuranceScope,
ReinsScope,CountryCode,Country code: used for defining treaty scope in the reinsurance scope file,O,char(2),YES,n/a,,,ReinsuranceScope,
ReinsScope,ReinsTag,Reinsurance tag: user defined field to for defining treaty scope in the reinsurance scope file,CR,varchar(20),YES,n/a,,,ReinsuranceScope,
ReinsScope,CededPercent,"Ceded percentage (for 12%, enter 0.12). Within the reinsurance scope file, CededPercent should only be entered for surplus share treaties.",CR,float,YES,1,"[0,1]",,ReinsAcc; ReinsPol; ReinsLoc; ReinsuranceScope,
ReinsScope,RiskLevel,Code to indicate the definition of 'risk' for the per-risk terms in this particular treaty (or portion of the treaty),R,char(3),YES,n/a,,,ReinsLoc; ReinsuranceScope,
